from	to	combined_score
9606.ENSP00000055077	9606.ENSP00000209728	978
9606.ENSP00000055077	9606.ENSP00000209728	978
9606.ENSP00000160827	9606.ENSP00000209728	475
9606.ENSP00000160827	9606.ENSP00000209728	475
9606.ENSP00000209875	9606.ENSP00000216297	465
9606.ENSP00000209875	9606.ENSP00000216297	465
9606.ENSP00000160827	9606.ENSP00000216911	898
9606.ENSP00000160827	9606.ENSP00000216911	898
9606.ENSP00000209728	9606.ENSP00000216911	863
9606.ENSP00000209728	9606.ENSP00000216911	863
9606.ENSP00000216639	9606.ENSP00000216911	402
9606.ENSP00000216639	9606.ENSP00000216911	402
9606.ENSP00000055077	9606.ENSP00000219097	555
9606.ENSP00000055077	9606.ENSP00000219097	555
9606.ENSP00000209728	9606.ENSP00000219097	999
9606.ENSP00000209728	9606.ENSP00000219097	999
9606.ENSP00000216911	9606.ENSP00000219097	427
9606.ENSP00000216911	9606.ENSP00000219097	427
9606.ENSP00000052754	9606.ENSP00000222390	586
9606.ENSP00000052754	9606.ENSP00000222390	586
9606.ENSP00000216639	9606.ENSP00000229179	519
9606.ENSP00000216639	9606.ENSP00000229179	519
9606.ENSP00000055077	9606.ENSP00000229769	930
9606.ENSP00000055077	9606.ENSP00000229769	930
9606.ENSP00000229179	9606.ENSP00000231498	998
9606.ENSP00000229179	9606.ENSP00000231498	998
9606.ENSP00000055077	9606.ENSP00000233146	774
9606.ENSP00000055077	9606.ENSP00000233146	774
9606.ENSP00000209728	9606.ENSP00000233146	691
9606.ENSP00000209728	9606.ENSP00000233146	691
9606.ENSP00000216297	9606.ENSP00000233146	624
9606.ENSP00000216297	9606.ENSP00000233146	624
9606.ENSP00000231498	9606.ENSP00000240662	411
9606.ENSP00000231498	9606.ENSP00000240662	411
9606.ENSP00000222390	9606.ENSP00000243347	501
9606.ENSP00000222390	9606.ENSP00000243347	501
9606.ENSP00000055077	9606.ENSP00000244537	634
9606.ENSP00000055077	9606.ENSP00000244537	634
9606.ENSP00000209728	9606.ENSP00000244537	631
9606.ENSP00000209728	9606.ENSP00000244537	631
9606.ENSP00000209875	9606.ENSP00000244537	751
9606.ENSP00000209875	9606.ENSP00000244537	751
9606.ENSP00000216297	9606.ENSP00000244537	973
9606.ENSP00000216297	9606.ENSP00000244537	973
9606.ENSP00000216639	9606.ENSP00000244537	408
9606.ENSP00000216639	9606.ENSP00000244537	408
9606.ENSP00000216911	9606.ENSP00000244537	471
9606.ENSP00000216911	9606.ENSP00000244537	471
9606.ENSP00000243326	9606.ENSP00000244537	525
9606.ENSP00000243326	9606.ENSP00000244537	525
9606.ENSP00000216297	9606.ENSP00000244573	461
9606.ENSP00000216297	9606.ENSP00000244573	461
9606.ENSP00000223642	9606.ENSP00000244573	455
9606.ENSP00000223642	9606.ENSP00000244573	455
9606.ENSP00000244537	9606.ENSP00000244573	517
9606.ENSP00000244537	9606.ENSP00000244573	517
9606.ENSP00000209728	9606.ENSP00000245960	584
9606.ENSP00000209728	9606.ENSP00000245960	584
9606.ENSP00000216911	9606.ENSP00000245960	968
9606.ENSP00000216911	9606.ENSP00000245960	968
9606.ENSP00000160827	9606.ENSP00000249776	588
9606.ENSP00000160827	9606.ENSP00000249776	588
9606.ENSP00000216911	9606.ENSP00000249776	580
9606.ENSP00000216911	9606.ENSP00000249776	580
9606.ENSP00000013070	9606.ENSP00000255120	716
9606.ENSP00000013070	9606.ENSP00000255120	716
9606.ENSP00000055077	9606.ENSP00000255120	441
9606.ENSP00000055077	9606.ENSP00000255120	441
9606.ENSP00000209728	9606.ENSP00000255120	886
9606.ENSP00000209728	9606.ENSP00000255120	886
9606.ENSP00000216297	9606.ENSP00000255120	659
9606.ENSP00000216297	9606.ENSP00000255120	659
9606.ENSP00000216911	9606.ENSP00000255120	563
9606.ENSP00000216911	9606.ENSP00000255120	563
9606.ENSP00000219097	9606.ENSP00000255120	712
9606.ENSP00000219097	9606.ENSP00000255120	712
9606.ENSP00000233146	9606.ENSP00000255120	865
9606.ENSP00000233146	9606.ENSP00000255120	865
9606.ENSP00000244537	9606.ENSP00000255120	932
9606.ENSP00000244537	9606.ENSP00000255120	932
9606.ENSP00000244573	9606.ENSP00000255120	561
9606.ENSP00000244573	9606.ENSP00000255120	561
9606.ENSP00000209875	9606.ENSP00000257181	453
9606.ENSP00000209875	9606.ENSP00000257181	453
9606.ENSP00000055077	9606.ENSP00000260810	980
9606.ENSP00000055077	9606.ENSP00000260810	980
9606.ENSP00000209728	9606.ENSP00000260810	982
9606.ENSP00000209728	9606.ENSP00000260810	982
9606.ENSP00000229769	9606.ENSP00000260810	926
9606.ENSP00000229769	9606.ENSP00000260810	926
9606.ENSP00000233146	9606.ENSP00000260810	587
9606.ENSP00000233146	9606.ENSP00000260810	587
9606.ENSP00000243326	9606.ENSP00000260810	451
9606.ENSP00000243326	9606.ENSP00000260810	451
9606.ENSP00000245960	9606.ENSP00000260810	429
9606.ENSP00000245960	9606.ENSP00000260810	429
9606.ENSP00000013070	9606.ENSP00000261600	615
9606.ENSP00000013070	9606.ENSP00000261600	615
9606.ENSP00000052754	9606.ENSP00000262551	482
9606.ENSP00000052754	9606.ENSP00000262551	482
9606.ENSP00000262551	9606.ENSP00000262915	900
9606.ENSP00000262551	9606.ENSP00000262915	900
9606.ENSP00000160827	9606.ENSP00000263181	671
9606.ENSP00000160827	9606.ENSP00000263181	671
9606.ENSP00000209728	9606.ENSP00000263181	602
9606.ENSP00000209728	9606.ENSP00000263181	602
9606.ENSP00000216911	9606.ENSP00000263181	787
9606.ENSP00000216911	9606.ENSP00000263181	787
9606.ENSP00000249776	9606.ENSP00000263181	570
9606.ENSP00000249776	9606.ENSP00000263181	570
9606.ENSP00000055077	9606.ENSP00000263274	879
9606.ENSP00000055077	9606.ENSP00000263274	879
9606.ENSP00000209728	9606.ENSP00000263274	847
9606.ENSP00000209728	9606.ENSP00000263274	847
9606.ENSP00000216297	9606.ENSP00000263274	525
9606.ENSP00000216297	9606.ENSP00000263274	525
9606.ENSP00000216911	9606.ENSP00000263274	528
9606.ENSP00000216911	9606.ENSP00000263274	528
9606.ENSP00000233146	9606.ENSP00000263274	896
9606.ENSP00000233146	9606.ENSP00000263274	896
9606.ENSP00000255120	9606.ENSP00000263274	840
9606.ENSP00000255120	9606.ENSP00000263274	840
9606.ENSP00000260810	9606.ENSP00000263274	612
9606.ENSP00000260810	9606.ENSP00000263274	612
9606.ENSP00000055077	9606.ENSP00000263681	878
9606.ENSP00000055077	9606.ENSP00000263681	878
9606.ENSP00000209728	9606.ENSP00000263681	552
9606.ENSP00000209728	9606.ENSP00000263681	552
9606.ENSP00000219097	9606.ENSP00000263681	712
9606.ENSP00000219097	9606.ENSP00000263681	712
9606.ENSP00000233146	9606.ENSP00000263681	574
9606.ENSP00000233146	9606.ENSP00000263681	574
9606.ENSP00000255120	9606.ENSP00000263681	563
9606.ENSP00000255120	9606.ENSP00000263681	563
9606.ENSP00000260810	9606.ENSP00000263681	531
9606.ENSP00000260810	9606.ENSP00000263681	531
9606.ENSP00000263274	9606.ENSP00000263681	915
9606.ENSP00000263274	9606.ENSP00000263681	915
9606.ENSP00000209875	9606.ENSP00000264010	414
9606.ENSP00000209875	9606.ENSP00000264010	414
9606.ENSP00000244537	9606.ENSP00000264010	578
9606.ENSP00000244537	9606.ENSP00000264010	578
9606.ENSP00000222390	9606.ENSP00000264144	910
9606.ENSP00000222390	9606.ENSP00000264144	910
9606.ENSP00000055077	9606.ENSP00000264926	844
9606.ENSP00000055077	9606.ENSP00000264926	844
9606.ENSP00000229769	9606.ENSP00000264926	431
9606.ENSP00000229769	9606.ENSP00000264926	431
9606.ENSP00000233146	9606.ENSP00000264926	674
9606.ENSP00000233146	9606.ENSP00000264926	674
9606.ENSP00000244537	9606.ENSP00000264926	515
9606.ENSP00000244537	9606.ENSP00000264926	515
9606.ENSP00000260810	9606.ENSP00000264926	503
9606.ENSP00000260810	9606.ENSP00000264926	503
9606.ENSP00000263274	9606.ENSP00000264926	594
9606.ENSP00000263274	9606.ENSP00000264926	594
9606.ENSP00000263681	9606.ENSP00000264926	797
9606.ENSP00000263681	9606.ENSP00000264926	797
9606.ENSP00000055077	9606.ENSP00000265056	983
9606.ENSP00000055077	9606.ENSP00000265056	983
9606.ENSP00000160827	9606.ENSP00000265056	738
9606.ENSP00000160827	9606.ENSP00000265056	738
9606.ENSP00000209728	9606.ENSP00000265056	999
9606.ENSP00000209728	9606.ENSP00000265056	999
9606.ENSP00000216297	9606.ENSP00000265056	854
9606.ENSP00000216297	9606.ENSP00000265056	854
9606.ENSP00000216911	9606.ENSP00000265056	890
9606.ENSP00000216911	9606.ENSP00000265056	890
9606.ENSP00000219097	9606.ENSP00000265056	997
9606.ENSP00000219097	9606.ENSP00000265056	997
9606.ENSP00000231498	9606.ENSP00000265056	509
9606.ENSP00000231498	9606.ENSP00000265056	509
9606.ENSP00000233146	9606.ENSP00000265056	946
9606.ENSP00000233146	9606.ENSP00000265056	946
9606.ENSP00000243326	9606.ENSP00000265056	876
9606.ENSP00000243326	9606.ENSP00000265056	876
9606.ENSP00000244537	9606.ENSP00000265056	963
9606.ENSP00000244537	9606.ENSP00000265056	963
9606.ENSP00000255120	9606.ENSP00000265056	938
9606.ENSP00000255120	9606.ENSP00000265056	938
9606.ENSP00000260810	9606.ENSP00000265056	990
9606.ENSP00000260810	9606.ENSP00000265056	990
9606.ENSP00000263274	9606.ENSP00000265056	976
9606.ENSP00000263274	9606.ENSP00000265056	976
9606.ENSP00000263681	9606.ENSP00000265056	596
9606.ENSP00000263681	9606.ENSP00000265056	596
9606.ENSP00000261600	9606.ENSP00000265097	999
9606.ENSP00000261600	9606.ENSP00000265097	999
9606.ENSP00000055077	9606.ENSP00000265140	492
9606.ENSP00000055077	9606.ENSP00000265140	492
9606.ENSP00000209728	9606.ENSP00000265140	599
9606.ENSP00000209728	9606.ENSP00000265140	599
9606.ENSP00000264926	9606.ENSP00000265140	963
9606.ENSP00000264926	9606.ENSP00000265140	963
9606.ENSP00000265056	9606.ENSP00000265140	585
9606.ENSP00000265056	9606.ENSP00000265140	585
9606.ENSP00000222390	9606.ENSP00000265362	488
9606.ENSP00000222390	9606.ENSP00000265362	488
9606.ENSP00000055077	9606.ENSP00000265465	953
9606.ENSP00000055077	9606.ENSP00000265465	953
9606.ENSP00000160827	9606.ENSP00000265465	451
9606.ENSP00000160827	9606.ENSP00000265465	451
9606.ENSP00000209728	9606.ENSP00000265465	996
9606.ENSP00000209728	9606.ENSP00000265465	996
9606.ENSP00000216911	9606.ENSP00000265465	560
9606.ENSP00000216911	9606.ENSP00000265465	560
9606.ENSP00000219097	9606.ENSP00000265465	976
9606.ENSP00000219097	9606.ENSP00000265465	976
9606.ENSP00000233146	9606.ENSP00000265465	887
9606.ENSP00000233146	9606.ENSP00000265465	887
9606.ENSP00000255120	9606.ENSP00000265465	862
9606.ENSP00000255120	9606.ENSP00000265465	862
9606.ENSP00000260810	9606.ENSP00000265465	477
9606.ENSP00000260810	9606.ENSP00000265465	477
9606.ENSP00000263274	9606.ENSP00000265465	913
9606.ENSP00000263274	9606.ENSP00000265465	913
9606.ENSP00000263681	9606.ENSP00000265465	982
9606.ENSP00000263681	9606.ENSP00000265465	982
9606.ENSP00000265056	9606.ENSP00000265465	997
9606.ENSP00000265056	9606.ENSP00000265465	997
9606.ENSP00000229179	9606.ENSP00000266735	919
9606.ENSP00000229179	9606.ENSP00000266735	919
9606.ENSP00000231498	9606.ENSP00000266735	906
9606.ENSP00000231498	9606.ENSP00000266735	906
9606.ENSP00000257181	9606.ENSP00000266735	980
9606.ENSP00000257181	9606.ENSP00000266735	980
9606.ENSP00000265866	9606.ENSP00000266735	688
9606.ENSP00000265866	9606.ENSP00000266735	688
9606.ENSP00000055077	9606.ENSP00000267430	402
9606.ENSP00000055077	9606.ENSP00000267430	402
9606.ENSP00000216024	9606.ENSP00000267430	614
9606.ENSP00000216024	9606.ENSP00000267430	614
9606.ENSP00000229769	9606.ENSP00000267430	999
9606.ENSP00000229769	9606.ENSP00000267430	999
9606.ENSP00000233146	9606.ENSP00000267430	914
9606.ENSP00000233146	9606.ENSP00000267430	914
9606.ENSP00000260810	9606.ENSP00000267430	779
9606.ENSP00000260810	9606.ENSP00000267430	779
9606.ENSP00000263274	9606.ENSP00000267430	503
9606.ENSP00000263274	9606.ENSP00000267430	503
9606.ENSP00000263681	9606.ENSP00000267430	576
9606.ENSP00000263681	9606.ENSP00000267430	576
9606.ENSP00000264926	9606.ENSP00000267430	943
9606.ENSP00000264926	9606.ENSP00000267430	943
9606.ENSP00000265056	9606.ENSP00000267430	413
9606.ENSP00000265056	9606.ENSP00000267430	413
9606.ENSP00000265140	9606.ENSP00000267430	578
9606.ENSP00000265140	9606.ENSP00000267430	578
9606.ENSP00000244537	9606.ENSP00000273853	462
9606.ENSP00000244537	9606.ENSP00000273853	462
9606.ENSP00000249776	9606.ENSP00000273853	520
9606.ENSP00000249776	9606.ENSP00000273853	520
9606.ENSP00000216297	9606.ENSP00000275034	459
9606.ENSP00000216297	9606.ENSP00000275034	459
9606.ENSP00000216297	9606.ENSP00000275053	498
9606.ENSP00000216297	9606.ENSP00000275053	498
9606.ENSP00000255120	9606.ENSP00000275053	403
9606.ENSP00000255120	9606.ENSP00000275053	403
9606.ENSP00000265056	9606.ENSP00000275053	642
9606.ENSP00000265056	9606.ENSP00000275053	642
9606.ENSP00000219097	9606.ENSP00000276893	465
9606.ENSP00000219097	9606.ENSP00000276893	465
9606.ENSP00000255120	9606.ENSP00000276893	475
9606.ENSP00000255120	9606.ENSP00000276893	475
9606.ENSP00000265056	9606.ENSP00000276893	654
9606.ENSP00000265056	9606.ENSP00000276893	654
9606.ENSP00000055077	9606.ENSP00000278412	863
9606.ENSP00000055077	9606.ENSP00000278412	863
9606.ENSP00000209875	9606.ENSP00000278412	579
9606.ENSP00000209875	9606.ENSP00000278412	579
9606.ENSP00000216297	9606.ENSP00000278412	999
9606.ENSP00000216297	9606.ENSP00000278412	999
9606.ENSP00000216911	9606.ENSP00000278412	469
9606.ENSP00000216911	9606.ENSP00000278412	469
9606.ENSP00000233146	9606.ENSP00000278412	803
9606.ENSP00000233146	9606.ENSP00000278412	803
9606.ENSP00000244537	9606.ENSP00000278412	971
9606.ENSP00000244537	9606.ENSP00000278412	971
9606.ENSP00000249776	9606.ENSP00000278412	590
9606.ENSP00000249776	9606.ENSP00000278412	590
9606.ENSP00000255120	9606.ENSP00000278412	852
9606.ENSP00000255120	9606.ENSP00000278412	852
9606.ENSP00000263274	9606.ENSP00000278412	523
9606.ENSP00000263274	9606.ENSP00000278412	523
9606.ENSP00000265056	9606.ENSP00000278412	968
9606.ENSP00000265056	9606.ENSP00000278412	968
9606.ENSP00000265465	9606.ENSP00000278412	628
9606.ENSP00000265465	9606.ENSP00000278412	628
9606.ENSP00000275053	9606.ENSP00000278412	700
9606.ENSP00000275053	9606.ENSP00000278412	700
9606.ENSP00000244537	9606.ENSP00000278612	567
9606.ENSP00000244537	9606.ENSP00000278612	567
9606.ENSP00000160827	9606.ENSP00000279392	691
9606.ENSP00000160827	9606.ENSP00000279392	691
9606.ENSP00000209875	9606.ENSP00000279392	416
9606.ENSP00000209875	9606.ENSP00000279392	416
9606.ENSP00000216911	9606.ENSP00000279392	400
9606.ENSP00000216911	9606.ENSP00000279392	400
9606.ENSP00000244537	9606.ENSP00000279392	694
9606.ENSP00000244537	9606.ENSP00000279392	694
9606.ENSP00000265056	9606.ENSP00000279392	512
9606.ENSP00000265056	9606.ENSP00000279392	512
9606.ENSP00000278412	9606.ENSP00000279392	512
9606.ENSP00000278412	9606.ENSP00000279392	512
9606.ENSP00000160827	9606.ENSP00000281453	456
9606.ENSP00000160827	9606.ENSP00000281453	456
9606.ENSP00000209728	9606.ENSP00000281453	701
9606.ENSP00000209728	9606.ENSP00000281453	701
9606.ENSP00000216297	9606.ENSP00000281453	489
9606.ENSP00000216297	9606.ENSP00000281453	489
9606.ENSP00000216911	9606.ENSP00000281453	709
9606.ENSP00000216911	9606.ENSP00000281453	709
9606.ENSP00000263181	9606.ENSP00000281453	742
9606.ENSP00000263181	9606.ENSP00000281453	742
9606.ENSP00000265056	9606.ENSP00000281453	731
9606.ENSP00000265056	9606.ENSP00000281453	731
9606.ENSP00000273853	9606.ENSP00000281453	974
9606.ENSP00000273853	9606.ENSP00000281453	974
9606.ENSP00000216911	9606.ENSP00000286031	602
9606.ENSP00000216911	9606.ENSP00000286031	602
9606.ENSP00000275053	9606.ENSP00000286031	412
9606.ENSP00000275053	9606.ENSP00000286031	412
9606.ENSP00000055077	9606.ENSP00000286398	599
9606.ENSP00000055077	9606.ENSP00000286398	599
9606.ENSP00000160827	9606.ENSP00000286398	514
9606.ENSP00000160827	9606.ENSP00000286398	514
9606.ENSP00000209728	9606.ENSP00000286398	884
9606.ENSP00000209728	9606.ENSP00000286398	884
9606.ENSP00000216639	9606.ENSP00000286398	435
9606.ENSP00000216639	9606.ENSP00000286398	435
9606.ENSP00000216911	9606.ENSP00000286398	779
9606.ENSP00000216911	9606.ENSP00000286398	779
9606.ENSP00000233146	9606.ENSP00000286398	887
9606.ENSP00000233146	9606.ENSP00000286398	887
9606.ENSP00000255120	9606.ENSP00000286398	754
9606.ENSP00000255120	9606.ENSP00000286398	754
9606.ENSP00000260810	9606.ENSP00000286398	462
9606.ENSP00000260810	9606.ENSP00000286398	462
9606.ENSP00000263181	9606.ENSP00000286398	777
9606.ENSP00000263181	9606.ENSP00000286398	777
9606.ENSP00000263274	9606.ENSP00000286398	880
9606.ENSP00000263274	9606.ENSP00000286398	880
9606.ENSP00000264926	9606.ENSP00000286398	400
9606.ENSP00000264926	9606.ENSP00000286398	400
9606.ENSP00000265056	9606.ENSP00000286398	915
9606.ENSP00000265056	9606.ENSP00000286398	915
9606.ENSP00000265140	9606.ENSP00000286398	557
9606.ENSP00000265140	9606.ENSP00000286398	557
9606.ENSP00000265465	9606.ENSP00000286398	938
9606.ENSP00000265465	9606.ENSP00000286398	938
9606.ENSP00000267430	9606.ENSP00000286398	596
9606.ENSP00000267430	9606.ENSP00000286398	596
9606.ENSP00000275053	9606.ENSP00000286398	406
9606.ENSP00000275053	9606.ENSP00000286398	406
9606.ENSP00000281453	9606.ENSP00000286398	587
9606.ENSP00000281453	9606.ENSP00000286398	587
9606.ENSP00000052754	9606.ENSP00000286614	403
9606.ENSP00000052754	9606.ENSP00000286614	403
9606.ENSP00000286398	9606.ENSP00000287380	672
9606.ENSP00000286398	9606.ENSP00000287380	672
9606.ENSP00000209728	9606.ENSP00000287394	594
9606.ENSP00000209728	9606.ENSP00000287394	594
9606.ENSP00000216297	9606.ENSP00000287394	796
9606.ENSP00000216297	9606.ENSP00000287394	796
9606.ENSP00000216911	9606.ENSP00000287394	630
9606.ENSP00000216911	9606.ENSP00000287394	630
9606.ENSP00000244537	9606.ENSP00000287394	976
9606.ENSP00000244537	9606.ENSP00000287394	976
9606.ENSP00000263181	9606.ENSP00000287394	426
9606.ENSP00000263181	9606.ENSP00000287394	426
9606.ENSP00000265056	9606.ENSP00000287394	672
9606.ENSP00000265056	9606.ENSP00000287394	672
9606.ENSP00000278412	9606.ENSP00000287394	727
9606.ENSP00000278412	9606.ENSP00000287394	727
9606.ENSP00000281453	9606.ENSP00000287394	634
9606.ENSP00000281453	9606.ENSP00000287394	634
9606.ENSP00000286398	9606.ENSP00000287394	699
9606.ENSP00000286398	9606.ENSP00000287394	699
9606.ENSP00000287380	9606.ENSP00000287394	675
9606.ENSP00000287380	9606.ENSP00000287394	675
9606.ENSP00000209728	9606.ENSP00000287482	591
9606.ENSP00000209728	9606.ENSP00000287482	591
9606.ENSP00000216911	9606.ENSP00000287482	555
9606.ENSP00000216911	9606.ENSP00000287482	555
9606.ENSP00000253669	9606.ENSP00000287482	406
9606.ENSP00000253669	9606.ENSP00000287482	406
9606.ENSP00000255674	9606.ENSP00000287482	799
9606.ENSP00000255674	9606.ENSP00000287482	799
9606.ENSP00000264010	9606.ENSP00000288840	911
9606.ENSP00000264010	9606.ENSP00000288840	911
9606.ENSP00000209875	9606.ENSP00000289316	418
9606.ENSP00000209875	9606.ENSP00000289316	418
9606.ENSP00000216024	9606.ENSP00000289316	609
9606.ENSP00000216024	9606.ENSP00000289316	609
9606.ENSP00000216297	9606.ENSP00000289316	411
9606.ENSP00000216297	9606.ENSP00000289316	411
9606.ENSP00000243326	9606.ENSP00000289316	600
9606.ENSP00000243326	9606.ENSP00000289316	600
9606.ENSP00000244537	9606.ENSP00000289316	919
9606.ENSP00000244537	9606.ENSP00000289316	919
9606.ENSP00000264010	9606.ENSP00000289316	629
9606.ENSP00000264010	9606.ENSP00000289316	629
9606.ENSP00000273853	9606.ENSP00000289316	886
9606.ENSP00000273853	9606.ENSP00000289316	886
9606.ENSP00000279392	9606.ENSP00000289316	734
9606.ENSP00000279392	9606.ENSP00000289316	734
9606.ENSP00000281453	9606.ENSP00000289316	625
9606.ENSP00000281453	9606.ENSP00000289316	625
9606.ENSP00000286398	9606.ENSP00000289316	674
9606.ENSP00000286398	9606.ENSP00000289316	674
9606.ENSP00000244537	9606.ENSP00000290130	424
9606.ENSP00000244537	9606.ENSP00000290130	424
9606.ENSP00000273853	9606.ENSP00000290130	835
9606.ENSP00000273853	9606.ENSP00000290130	835
9606.ENSP00000281453	9606.ENSP00000290130	771
9606.ENSP00000281453	9606.ENSP00000290130	771
9606.ENSP00000289316	9606.ENSP00000290130	601
9606.ENSP00000289316	9606.ENSP00000290130	601
9606.ENSP00000216911	9606.ENSP00000295746	401
9606.ENSP00000216911	9606.ENSP00000295746	401
9606.ENSP00000286398	9606.ENSP00000295746	573
9606.ENSP00000286398	9606.ENSP00000295746	573
9606.ENSP00000216297	9606.ENSP00000296503	855
9606.ENSP00000216297	9606.ENSP00000296503	855
9606.ENSP00000233146	9606.ENSP00000296503	467
9606.ENSP00000233146	9606.ENSP00000296503	467
9606.ENSP00000244573	9606.ENSP00000296503	925
9606.ENSP00000244573	9606.ENSP00000296503	925
9606.ENSP00000265056	9606.ENSP00000296503	440
9606.ENSP00000265056	9606.ENSP00000296503	440
9606.ENSP00000278412	9606.ENSP00000296503	801
9606.ENSP00000278412	9606.ENSP00000296503	801
9606.ENSP00000281453	9606.ENSP00000296503	647
9606.ENSP00000281453	9606.ENSP00000296503	647
9606.ENSP00000216297	9606.ENSP00000298281	403
9606.ENSP00000216297	9606.ENSP00000298281	403
9606.ENSP00000237612	9606.ENSP00000298281	545
9606.ENSP00000237612	9606.ENSP00000298281	545
9606.ENSP00000261600	9606.ENSP00000298281	625
9606.ENSP00000261600	9606.ENSP00000298281	625
9606.ENSP00000265097	9606.ENSP00000298281	750
9606.ENSP00000265097	9606.ENSP00000298281	750
9606.ENSP00000233146	9606.ENSP00000299821	481
9606.ENSP00000233146	9606.ENSP00000299821	481
9606.ENSP00000265465	9606.ENSP00000299821	763
9606.ENSP00000265465	9606.ENSP00000299821	763
9606.ENSP00000286398	9606.ENSP00000299821	999
9606.ENSP00000286398	9606.ENSP00000299821	999
9606.ENSP00000289316	9606.ENSP00000299821	625
9606.ENSP00000289316	9606.ENSP00000299821	625
9606.ENSP00000223642	9606.ENSP00000300413	476
9606.ENSP00000223642	9606.ENSP00000300413	476
9606.ENSP00000229179	9606.ENSP00000300413	919
9606.ENSP00000229179	9606.ENSP00000300413	919
9606.ENSP00000231498	9606.ENSP00000300413	915
9606.ENSP00000231498	9606.ENSP00000300413	915
9606.ENSP00000257181	9606.ENSP00000300413	937
9606.ENSP00000257181	9606.ENSP00000300413	937
9606.ENSP00000265097	9606.ENSP00000300413	451
9606.ENSP00000265097	9606.ENSP00000300413	451
9606.ENSP00000265866	9606.ENSP00000300413	530
9606.ENSP00000265866	9606.ENSP00000300413	530
9606.ENSP00000266735	9606.ENSP00000300413	999
9606.ENSP00000266735	9606.ENSP00000300413	999
9606.ENSP00000055077	9606.ENSP00000300738	707
9606.ENSP00000055077	9606.ENSP00000300738	707
9606.ENSP00000209728	9606.ENSP00000300738	960
9606.ENSP00000209728	9606.ENSP00000300738	960
9606.ENSP00000216911	9606.ENSP00000300738	700
9606.ENSP00000216911	9606.ENSP00000300738	700
9606.ENSP00000219097	9606.ENSP00000300738	608
9606.ENSP00000219097	9606.ENSP00000300738	608
9606.ENSP00000233146	9606.ENSP00000300738	916
9606.ENSP00000233146	9606.ENSP00000300738	916
9606.ENSP00000255120	9606.ENSP00000300738	897
9606.ENSP00000255120	9606.ENSP00000300738	897
9606.ENSP00000260810	9606.ENSP00000300738	456
9606.ENSP00000260810	9606.ENSP00000300738	456
9606.ENSP00000263274	9606.ENSP00000300738	903
9606.ENSP00000263274	9606.ENSP00000300738	903
9606.ENSP00000263681	9606.ENSP00000300738	404
9606.ENSP00000263681	9606.ENSP00000300738	404
9606.ENSP00000265056	9606.ENSP00000300738	980
9606.ENSP00000265056	9606.ENSP00000300738	980
9606.ENSP00000265140	9606.ENSP00000300738	412
9606.ENSP00000265140	9606.ENSP00000300738	412
9606.ENSP00000265465	9606.ENSP00000300738	933
9606.ENSP00000265465	9606.ENSP00000300738	933
9606.ENSP00000276893	9606.ENSP00000300738	442
9606.ENSP00000276893	9606.ENSP00000300738	442
9606.ENSP00000278412	9606.ENSP00000300738	849
9606.ENSP00000278412	9606.ENSP00000300738	849
9606.ENSP00000281453	9606.ENSP00000300738	577
9606.ENSP00000281453	9606.ENSP00000300738	577
9606.ENSP00000286398	9606.ENSP00000300738	899
9606.ENSP00000286398	9606.ENSP00000300738	899
9606.ENSP00000287394	9606.ENSP00000300738	418
9606.ENSP00000287394	9606.ENSP00000300738	418
9606.ENSP00000296503	9606.ENSP00000300738	514
9606.ENSP00000296503	9606.ENSP00000300738	514
9606.ENSP00000160827	9606.ENSP00000301280	532
9606.ENSP00000160827	9606.ENSP00000301280	532
9606.ENSP00000209728	9606.ENSP00000301280	723
9606.ENSP00000209728	9606.ENSP00000301280	723
9606.ENSP00000209875	9606.ENSP00000301280	946
9606.ENSP00000209875	9606.ENSP00000301280	946
9606.ENSP00000216297	9606.ENSP00000301280	935
9606.ENSP00000216297	9606.ENSP00000301280	935
9606.ENSP00000216911	9606.ENSP00000301280	651
9606.ENSP00000216911	9606.ENSP00000301280	651
9606.ENSP00000229769	9606.ENSP00000301280	400
9606.ENSP00000229769	9606.ENSP00000301280	400
9606.ENSP00000243326	9606.ENSP00000301280	714
9606.ENSP00000243326	9606.ENSP00000301280	714
9606.ENSP00000244537	9606.ENSP00000301280	817
9606.ENSP00000244537	9606.ENSP00000301280	817
9606.ENSP00000255120	9606.ENSP00000301280	580
9606.ENSP00000255120	9606.ENSP00000301280	580
9606.ENSP00000260810	9606.ENSP00000301280	429
9606.ENSP00000260810	9606.ENSP00000301280	429
9606.ENSP00000263274	9606.ENSP00000301280	591
9606.ENSP00000263274	9606.ENSP00000301280	591
9606.ENSP00000265056	9606.ENSP00000301280	943
9606.ENSP00000265056	9606.ENSP00000301280	943
9606.ENSP00000265465	9606.ENSP00000301280	539
9606.ENSP00000265465	9606.ENSP00000301280	539
9606.ENSP00000276893	9606.ENSP00000301280	435
9606.ENSP00000276893	9606.ENSP00000301280	435
9606.ENSP00000278412	9606.ENSP00000301280	465
9606.ENSP00000278412	9606.ENSP00000301280	465
9606.ENSP00000279392	9606.ENSP00000301280	439
9606.ENSP00000279392	9606.ENSP00000301280	439
9606.ENSP00000281453	9606.ENSP00000301280	490
9606.ENSP00000281453	9606.ENSP00000301280	490
9606.ENSP00000286398	9606.ENSP00000301280	696
9606.ENSP00000286398	9606.ENSP00000301280	696
9606.ENSP00000055077	9606.ENSP00000305480	922
9606.ENSP00000055077	9606.ENSP00000305480	922
