from	to	combined_score
9606.ENSP00000309595	9606.ENSP00000351185	668
9606.ENSP00000310356	9606.ENSP00000351185	877
9606.ENSP00000310356	9606.ENSP00000351185	877
9606.ENSP00000313171	9606.ENSP00000351185	721
9606.ENSP00000313171	9606.ENSP00000351185	721
9606.ENSP00000317039	9606.ENSP00000351185	989
9606.ENSP00000317039	9606.ENSP00000351185	989
9606.ENSP00000322570	9606.ENSP00000351185	980
9606.ENSP00000322570	9606.ENSP00000351185	980
9606.ENSP00000323099	9606.ENSP00000351185	855
9606.ENSP00000323099	9606.ENSP00000351185	855
9606.ENSP00000325863	9606.ENSP00000351185	935
9606.ENSP00000325863	9606.ENSP00000351185	935
9606.ENSP00000328174	9606.ENSP00000351185	990
9606.ENSP00000328174	9606.ENSP00000351185	990
9606.ENSP00000349961	9606.ENSP00000351185	559
9606.ENSP00000349961	9606.ENSP00000351185	559
9606.ENSP00000013070	9606.ENSP00000352252	726
9606.ENSP00000013070	9606.ENSP00000352252	726
9606.ENSP00000209728	9606.ENSP00000352252	434
9606.ENSP00000209728	9606.ENSP00000352252	434
9606.ENSP00000209875	9606.ENSP00000352252	973
9606.ENSP00000209875	9606.ENSP00000352252	973
9606.ENSP00000216297	9606.ENSP00000352252	950
9606.ENSP00000216297	9606.ENSP00000352252	950
9606.ENSP00000216911	9606.ENSP00000352252	499
9606.ENSP00000216911	9606.ENSP00000352252	499
9606.ENSP00000244537	9606.ENSP00000352252	997
9606.ENSP00000244537	9606.ENSP00000352252	997
9606.ENSP00000244573	9606.ENSP00000352252	584
9606.ENSP00000244573	9606.ENSP00000352252	584
9606.ENSP00000255120	9606.ENSP00000352252	956
9606.ENSP00000255120	9606.ENSP00000352252	956
9606.ENSP00000265056	9606.ENSP00000352252	839
9606.ENSP00000265056	9606.ENSP00000352252	839
9606.ENSP00000273853	9606.ENSP00000352252	518
9606.ENSP00000273853	9606.ENSP00000352252	518
9606.ENSP00000275053	9606.ENSP00000352252	739
9606.ENSP00000275053	9606.ENSP00000352252	739
9606.ENSP00000278412	9606.ENSP00000352252	959
9606.ENSP00000278412	9606.ENSP00000352252	959
9606.ENSP00000289316	9606.ENSP00000352252	571
9606.ENSP00000289316	9606.ENSP00000352252	571
9606.ENSP00000301280	9606.ENSP00000352252	921
9606.ENSP00000301280	9606.ENSP00000352252	921
9606.ENSP00000307288	9606.ENSP00000352252	787
9606.ENSP00000307288	9606.ENSP00000352252	787
9606.ENSP00000320147	9606.ENSP00000352252	534
9606.ENSP00000320147	9606.ENSP00000352252	534
9606.ENSP00000321744	9606.ENSP00000352252	956
9606.ENSP00000321744	9606.ENSP00000352252	956
9606.ENSP00000323421	9606.ENSP00000352252	411
9606.ENSP00000323421	9606.ENSP00000352252	411
9606.ENSP00000332790	9606.ENSP00000352252	691
9606.ENSP00000332790	9606.ENSP00000352252	691
9606.ENSP00000339566	9606.ENSP00000352252	613
9606.ENSP00000339566	9606.ENSP00000352252	613
9606.ENSP00000346997	9606.ENSP00000352252	494
9606.ENSP00000346997	9606.ENSP00000352252	494
9606.ENSP00000347168	9606.ENSP00000352252	995
9606.ENSP00000347168	9606.ENSP00000352252	995
9606.ENSP00000348924	9606.ENSP00000352252	962
9606.ENSP00000348924	9606.ENSP00000352252	962
9606.ENSP00000209875	9606.ENSP00000352516	807
9606.ENSP00000209875	9606.ENSP00000352516	807
9606.ENSP00000216911	9606.ENSP00000352516	409
9606.ENSP00000216911	9606.ENSP00000352516	409
9606.ENSP00000233146	9606.ENSP00000352516	571
9606.ENSP00000233146	9606.ENSP00000352516	571
9606.ENSP00000244537	9606.ENSP00000352516	796
9606.ENSP00000244537	9606.ENSP00000352516	796
9606.ENSP00000255120	9606.ENSP00000352516	639
9606.ENSP00000255120	9606.ENSP00000352516	639
9606.ENSP00000263274	9606.ENSP00000352516	518
9606.ENSP00000263274	9606.ENSP00000352516	518
9606.ENSP00000264010	9606.ENSP00000352516	806
9606.ENSP00000264010	9606.ENSP00000352516	806
9606.ENSP00000265056	9606.ENSP00000352516	778
9606.ENSP00000265056	9606.ENSP00000352516	778
9606.ENSP00000265465	9606.ENSP00000352516	428
9606.ENSP00000265465	9606.ENSP00000352516	428
9606.ENSP00000276893	9606.ENSP00000352516	994
9606.ENSP00000276893	9606.ENSP00000352516	994
9606.ENSP00000286398	9606.ENSP00000352516	535
9606.ENSP00000286398	9606.ENSP00000352516	535
9606.ENSP00000289316	9606.ENSP00000352516	665
9606.ENSP00000289316	9606.ENSP00000352516	665
9606.ENSP00000300738	9606.ENSP00000352516	515
9606.ENSP00000300738	9606.ENSP00000352516	515
9606.ENSP00000301280	9606.ENSP00000352516	403
9606.ENSP00000301280	9606.ENSP00000352516	403
9606.ENSP00000305480	9606.ENSP00000352516	549
9606.ENSP00000305480	9606.ENSP00000352516	549
9606.ENSP00000307288	9606.ENSP00000352516	712
9606.ENSP00000307288	9606.ENSP00000352516	712
9606.ENSP00000315644	9606.ENSP00000352516	513
9606.ENSP00000315644	9606.ENSP00000352516	513
9606.ENSP00000320147	9606.ENSP00000352516	999
9606.ENSP00000320147	9606.ENSP00000352516	999
9606.ENSP00000323421	9606.ENSP00000352516	400
9606.ENSP00000323421	9606.ENSP00000352516	400
9606.ENSP00000325017	9606.ENSP00000352516	504
9606.ENSP00000325017	9606.ENSP00000352516	504
9606.ENSP00000339566	9606.ENSP00000352516	650
9606.ENSP00000339566	9606.ENSP00000352516	650
9606.ENSP00000339883	9606.ENSP00000352516	426
9606.ENSP00000339883	9606.ENSP00000352516	426
9606.ENSP00000345571	9606.ENSP00000352516	952
9606.ENSP00000345571	9606.ENSP00000352516	952
9606.ENSP00000346997	9606.ENSP00000352516	583
9606.ENSP00000346997	9606.ENSP00000352516	583
9606.ENSP00000347168	9606.ENSP00000352516	676
9606.ENSP00000347168	9606.ENSP00000352516	676
9606.ENSP00000349961	9606.ENSP00000352516	629
9606.ENSP00000349961	9606.ENSP00000352516	629
9606.ENSP00000352252	9606.ENSP00000352516	629
9606.ENSP00000352252	9606.ENSP00000352516	629
9606.ENSP00000255674	9606.ENSP00000353377	798
9606.ENSP00000255674	9606.ENSP00000353377	798
9606.ENSP00000262150	9606.ENSP00000353377	605
9606.ENSP00000262150	9606.ENSP00000353377	605
9606.ENSP00000055077	9606.ENSP00000353793	651
9606.ENSP00000055077	9606.ENSP00000353793	651
9606.ENSP00000209728	9606.ENSP00000353793	977
9606.ENSP00000209728	9606.ENSP00000353793	977
9606.ENSP00000216297	9606.ENSP00000353793	914
9606.ENSP00000216297	9606.ENSP00000353793	914
9606.ENSP00000216911	9606.ENSP00000353793	663
9606.ENSP00000216911	9606.ENSP00000353793	663
9606.ENSP00000219097	9606.ENSP00000353793	700
9606.ENSP00000219097	9606.ENSP00000353793	700
9606.ENSP00000231498	9606.ENSP00000353793	496
9606.ENSP00000231498	9606.ENSP00000353793	496
9606.ENSP00000233146	9606.ENSP00000353793	886
9606.ENSP00000233146	9606.ENSP00000353793	886
9606.ENSP00000243326	9606.ENSP00000353793	702
9606.ENSP00000243326	9606.ENSP00000353793	702
9606.ENSP00000255120	9606.ENSP00000353793	709
9606.ENSP00000255120	9606.ENSP00000353793	709
9606.ENSP00000260810	9606.ENSP00000353793	790
9606.ENSP00000260810	9606.ENSP00000353793	790
9606.ENSP00000263181	9606.ENSP00000353793	661
9606.ENSP00000263181	9606.ENSP00000353793	661
9606.ENSP00000263274	9606.ENSP00000353793	963
9606.ENSP00000263274	9606.ENSP00000353793	963
9606.ENSP00000263681	9606.ENSP00000353793	422
9606.ENSP00000263681	9606.ENSP00000353793	422
9606.ENSP00000264926	9606.ENSP00000353793	576
9606.ENSP00000264926	9606.ENSP00000353793	576
9606.ENSP00000265056	9606.ENSP00000353793	999
9606.ENSP00000265056	9606.ENSP00000353793	999
9606.ENSP00000265140	9606.ENSP00000353793	668
9606.ENSP00000265140	9606.ENSP00000353793	668
9606.ENSP00000265465	9606.ENSP00000353793	955
9606.ENSP00000265465	9606.ENSP00000353793	955
9606.ENSP00000267430	9606.ENSP00000353793	400
9606.ENSP00000267430	9606.ENSP00000353793	400
9606.ENSP00000278412	9606.ENSP00000353793	812
9606.ENSP00000278412	9606.ENSP00000353793	812
9606.ENSP00000281453	9606.ENSP00000353793	608
9606.ENSP00000281453	9606.ENSP00000353793	608
9606.ENSP00000286398	9606.ENSP00000353793	934
9606.ENSP00000286398	9606.ENSP00000353793	934
9606.ENSP00000287394	9606.ENSP00000353793	463
9606.ENSP00000287394	9606.ENSP00000353793	463
9606.ENSP00000295746	9606.ENSP00000353793	406
9606.ENSP00000295746	9606.ENSP00000353793	406
9606.ENSP00000299821	9606.ENSP00000353793	635
9606.ENSP00000299821	9606.ENSP00000353793	635
9606.ENSP00000300738	9606.ENSP00000353793	898
9606.ENSP00000300738	9606.ENSP00000353793	898
9606.ENSP00000301280	9606.ENSP00000353793	574
9606.ENSP00000301280	9606.ENSP00000353793	574
9606.ENSP00000305480	9606.ENSP00000353793	942
9606.ENSP00000305480	9606.ENSP00000353793	942
9606.ENSP00000307288	9606.ENSP00000353793	999
9606.ENSP00000307288	9606.ENSP00000353793	999
9606.ENSP00000313171	9606.ENSP00000353793	950
9606.ENSP00000313171	9606.ENSP00000353793	950
9606.ENSP00000313851	9606.ENSP00000353793	546
9606.ENSP00000313851	9606.ENSP00000353793	546
9606.ENSP00000315644	9606.ENSP00000353793	799
9606.ENSP00000315644	9606.ENSP00000353793	799
9606.ENSP00000317039	9606.ENSP00000353793	443
9606.ENSP00000317039	9606.ENSP00000353793	443
9606.ENSP00000322180	9606.ENSP00000353793	985
9606.ENSP00000322180	9606.ENSP00000353793	985
9606.ENSP00000322570	9606.ENSP00000353793	968
9606.ENSP00000322570	9606.ENSP00000353793	968
9606.ENSP00000323421	9606.ENSP00000353793	700
9606.ENSP00000323421	9606.ENSP00000353793	700
9606.ENSP00000323663	9606.ENSP00000353793	571
9606.ENSP00000323663	9606.ENSP00000353793	571
9606.ENSP00000325017	9606.ENSP00000353793	641
9606.ENSP00000325017	9606.ENSP00000353793	641
9606.ENSP00000325863	9606.ENSP00000353793	429
9606.ENSP00000325863	9606.ENSP00000353793	429
9606.ENSP00000328174	9606.ENSP00000353793	677
9606.ENSP00000328174	9606.ENSP00000353793	677
9606.ENSP00000328236	9606.ENSP00000353793	700
9606.ENSP00000328236	9606.ENSP00000353793	700
9606.ENSP00000332915	9606.ENSP00000353793	435
9606.ENSP00000332915	9606.ENSP00000353793	435
9606.ENSP00000349961	9606.ENSP00000353793	813
9606.ENSP00000349961	9606.ENSP00000353793	813
9606.ENSP00000351185	9606.ENSP00000353793	999
9606.ENSP00000351185	9606.ENSP00000353793	999
9606.ENSP00000229769	9606.ENSP00000354361	473
9606.ENSP00000229769	9606.ENSP00000354361	473
9606.ENSP00000267430	9606.ENSP00000354361	476
9606.ENSP00000267430	9606.ENSP00000354361	476
9606.ENSP00000275034	9606.ENSP00000354361	426
9606.ENSP00000275034	9606.ENSP00000354361	426
9606.ENSP00000275053	9606.ENSP00000354361	534
9606.ENSP00000275053	9606.ENSP00000354361	534
9606.ENSP00000055077	9606.ENSP00000354720	667
9606.ENSP00000055077	9606.ENSP00000354720	667
9606.ENSP00000209728	9606.ENSP00000354720	670
9606.ENSP00000209728	9606.ENSP00000354720	670
9606.ENSP00000216024	9606.ENSP00000354720	570
9606.ENSP00000216024	9606.ENSP00000354720	570
9606.ENSP00000216297	9606.ENSP00000354720	581
9606.ENSP00000216297	9606.ENSP00000354720	581
9606.ENSP00000216639	9606.ENSP00000354720	563
9606.ENSP00000216639	9606.ENSP00000354720	563
9606.ENSP00000216911	9606.ENSP00000354720	582
9606.ENSP00000216911	9606.ENSP00000354720	582
9606.ENSP00000233146	9606.ENSP00000354720	929
9606.ENSP00000233146	9606.ENSP00000354720	929
9606.ENSP00000263274	9606.ENSP00000354720	799
9606.ENSP00000263274	9606.ENSP00000354720	799
9606.ENSP00000264010	9606.ENSP00000354720	960
9606.ENSP00000264010	9606.ENSP00000354720	960
9606.ENSP00000264926	9606.ENSP00000354720	406
9606.ENSP00000264926	9606.ENSP00000354720	406
9606.ENSP00000265056	9606.ENSP00000354720	768
9606.ENSP00000265056	9606.ENSP00000354720	768
9606.ENSP00000265465	9606.ENSP00000354720	532
9606.ENSP00000265465	9606.ENSP00000354720	532
9606.ENSP00000267430	9606.ENSP00000354720	580
9606.ENSP00000267430	9606.ENSP00000354720	580
9606.ENSP00000286398	9606.ENSP00000354720	982
9606.ENSP00000286398	9606.ENSP00000354720	982
9606.ENSP00000289316	9606.ENSP00000354720	692
9606.ENSP00000289316	9606.ENSP00000354720	692
9606.ENSP00000299821	9606.ENSP00000354720	838
9606.ENSP00000299821	9606.ENSP00000354720	838
9606.ENSP00000300738	9606.ENSP00000354720	730
9606.ENSP00000300738	9606.ENSP00000354720	730
9606.ENSP00000305480	9606.ENSP00000354720	735
9606.ENSP00000305480	9606.ENSP00000354720	735
9606.ENSP00000307288	9606.ENSP00000354720	918
9606.ENSP00000307288	9606.ENSP00000354720	918
9606.ENSP00000313171	9606.ENSP00000354720	860
9606.ENSP00000313171	9606.ENSP00000354720	860
9606.ENSP00000313851	9606.ENSP00000354720	999
9606.ENSP00000313851	9606.ENSP00000354720	999
9606.ENSP00000320147	9606.ENSP00000354720	523
9606.ENSP00000320147	9606.ENSP00000354720	523
9606.ENSP00000322180	9606.ENSP00000354720	912
9606.ENSP00000322180	9606.ENSP00000354720	912
9606.ENSP00000322570	9606.ENSP00000354720	881
9606.ENSP00000322570	9606.ENSP00000354720	881
9606.ENSP00000323421	9606.ENSP00000354720	999
9606.ENSP00000323421	9606.ENSP00000354720	999
9606.ENSP00000323580	9606.ENSP00000354720	715
9606.ENSP00000323580	9606.ENSP00000354720	715
9606.ENSP00000325017	9606.ENSP00000354720	903
9606.ENSP00000325017	9606.ENSP00000354720	903
9606.ENSP00000325863	9606.ENSP00000354720	951
9606.ENSP00000325863	9606.ENSP00000354720	951
9606.ENSP00000343526	9606.ENSP00000354720	590
9606.ENSP00000343526	9606.ENSP00000354720	590
9606.ENSP00000349961	9606.ENSP00000354720	936
9606.ENSP00000349961	9606.ENSP00000354720	936
9606.ENSP00000352252	9606.ENSP00000354720	493
9606.ENSP00000352252	9606.ENSP00000354720	493
9606.ENSP00000353793	9606.ENSP00000354720	970
9606.ENSP00000353793	9606.ENSP00000354720	970
9606.ENSP00000255674	9606.ENSP00000355022	469
9606.ENSP00000255674	9606.ENSP00000355022	469
9606.ENSP00000316681	9606.ENSP00000355022	545
9606.ENSP00000316681	9606.ENSP00000355022	545
9606.ENSP00000055077	9606.ENSP00000355759	741
9606.ENSP00000055077	9606.ENSP00000355759	741
9606.ENSP00000209875	9606.ENSP00000355759	435
9606.ENSP00000209875	9606.ENSP00000355759	435
9606.ENSP00000216297	9606.ENSP00000355759	551
9606.ENSP00000216297	9606.ENSP00000355759	551
9606.ENSP00000216911	9606.ENSP00000355759	510
9606.ENSP00000216911	9606.ENSP00000355759	510
9606.ENSP00000233146	9606.ENSP00000355759	593
9606.ENSP00000233146	9606.ENSP00000355759	593
9606.ENSP00000244537	9606.ENSP00000355759	845
9606.ENSP00000244537	9606.ENSP00000355759	845
9606.ENSP00000244573	9606.ENSP00000355759	436
9606.ENSP00000244573	9606.ENSP00000355759	436
9606.ENSP00000260810	9606.ENSP00000355759	693
9606.ENSP00000260810	9606.ENSP00000355759	693
9606.ENSP00000263274	9606.ENSP00000355759	743
9606.ENSP00000263274	9606.ENSP00000355759	743
9606.ENSP00000263681	9606.ENSP00000355759	669
9606.ENSP00000263681	9606.ENSP00000355759	669
9606.ENSP00000264010	9606.ENSP00000355759	950
9606.ENSP00000264010	9606.ENSP00000355759	950
9606.ENSP00000267430	9606.ENSP00000355759	434
9606.ENSP00000267430	9606.ENSP00000355759	434
9606.ENSP00000276893	9606.ENSP00000355759	453
9606.ENSP00000276893	9606.ENSP00000355759	453
9606.ENSP00000278412	9606.ENSP00000355759	859
9606.ENSP00000278412	9606.ENSP00000355759	859
9606.ENSP00000286398	9606.ENSP00000355759	470
9606.ENSP00000286398	9606.ENSP00000355759	470
9606.ENSP00000305480	9606.ENSP00000355759	951
9606.ENSP00000305480	9606.ENSP00000355759	951
9606.ENSP00000313199	9606.ENSP00000355759	468
9606.ENSP00000313199	9606.ENSP00000355759	468
9606.ENSP00000320147	9606.ENSP00000355759	440
9606.ENSP00000320147	9606.ENSP00000355759	440
9606.ENSP00000322570	9606.ENSP00000355759	694
9606.ENSP00000322570	9606.ENSP00000355759	694
9606.ENSP00000325863	9606.ENSP00000355759	876
9606.ENSP00000325863	9606.ENSP00000355759	876
9606.ENSP00000332915	9606.ENSP00000355759	547
9606.ENSP00000332915	9606.ENSP00000355759	547
9606.ENSP00000339566	9606.ENSP00000355759	579
9606.ENSP00000339566	9606.ENSP00000355759	579
9606.ENSP00000345571	9606.ENSP00000355759	728
9606.ENSP00000345571	9606.ENSP00000355759	728
9606.ENSP00000347168	9606.ENSP00000355759	485
9606.ENSP00000347168	9606.ENSP00000355759	485
9606.ENSP00000351185	9606.ENSP00000355759	488
9606.ENSP00000351185	9606.ENSP00000355759	488
9606.ENSP00000352252	9606.ENSP00000355759	720
9606.ENSP00000352252	9606.ENSP00000355759	720
9606.ENSP00000352516	9606.ENSP00000355759	923
9606.ENSP00000352516	9606.ENSP00000355759	923
9606.ENSP00000239830	9606.ENSP00000355812	482
9606.ENSP00000239830	9606.ENSP00000355812	482
9606.ENSP00000281142	9606.ENSP00000355812	455
9606.ENSP00000281142	9606.ENSP00000355812	455
9606.ENSP00000287380	9606.ENSP00000355812	410
9606.ENSP00000287380	9606.ENSP00000355812	410
9606.ENSP00000316681	9606.ENSP00000355812	482
9606.ENSP00000316681	9606.ENSP00000355812	482
9606.ENSP00000216911	9606.ENSP00000356448	429
9606.ENSP00000216911	9606.ENSP00000356448	429
9606.ENSP00000222390	9606.ENSP00000356448	406
9606.ENSP00000222390	9606.ENSP00000356448	406
9606.ENSP00000229179	9606.ENSP00000356448	988
9606.ENSP00000229179	9606.ENSP00000356448	988
9606.ENSP00000231498	9606.ENSP00000356448	967
9606.ENSP00000231498	9606.ENSP00000356448	967
9606.ENSP00000266735	9606.ENSP00000356448	944
9606.ENSP00000266735	9606.ENSP00000356448	944
9606.ENSP00000300413	9606.ENSP00000356448	939
9606.ENSP00000300413	9606.ENSP00000356448	939
9606.ENSP00000339883	9606.ENSP00000356448	461
9606.ENSP00000339883	9606.ENSP00000356448	461
9606.ENSP00000349961	9606.ENSP00000356448	510
9606.ENSP00000349961	9606.ENSP00000356448	510
9606.ENSP00000264144	9606.ENSP00000358142	709
9606.ENSP00000264144	9606.ENSP00000358142	709
9606.ENSP00000345656	9606.ENSP00000358142	633
9606.ENSP00000345656	9606.ENSP00000358142	633
9606.ENSP00000209728	9606.ENSP00000358160	434
9606.ENSP00000209728	9606.ENSP00000358160	434
9606.ENSP00000209875	9606.ENSP00000358160	881
9606.ENSP00000209875	9606.ENSP00000358160	881
9606.ENSP00000216297	9606.ENSP00000358160	899
9606.ENSP00000216297	9606.ENSP00000358160	899
9606.ENSP00000216911	9606.ENSP00000358160	490
9606.ENSP00000216911	9606.ENSP00000358160	490
9606.ENSP00000244537	9606.ENSP00000358160	994
9606.ENSP00000244537	9606.ENSP00000358160	994
9606.ENSP00000244573	9606.ENSP00000358160	528
9606.ENSP00000244573	9606.ENSP00000358160	528
9606.ENSP00000255120	9606.ENSP00000358160	868
9606.ENSP00000255120	9606.ENSP00000358160	868
9606.ENSP00000265056	9606.ENSP00000358160	423
9606.ENSP00000265056	9606.ENSP00000358160	423
9606.ENSP00000273853	9606.ENSP00000358160	517
9606.ENSP00000273853	9606.ENSP00000358160	517
9606.ENSP00000278412	9606.ENSP00000358160	878
9606.ENSP00000278412	9606.ENSP00000358160	878
9606.ENSP00000289316	9606.ENSP00000358160	609
9606.ENSP00000289316	9606.ENSP00000358160	609
9606.ENSP00000320147	9606.ENSP00000358160	549
9606.ENSP00000320147	9606.ENSP00000358160	549
9606.ENSP00000321744	9606.ENSP00000358160	961
9606.ENSP00000321744	9606.ENSP00000358160	961
9606.ENSP00000332790	9606.ENSP00000358160	603
9606.ENSP00000332790	9606.ENSP00000358160	603
9606.ENSP00000339566	9606.ENSP00000358160	545
9606.ENSP00000339566	9606.ENSP00000358160	545
9606.ENSP00000346997	9606.ENSP00000358160	495
9606.ENSP00000346997	9606.ENSP00000358160	495
9606.ENSP00000347168	9606.ENSP00000358160	995
9606.ENSP00000347168	9606.ENSP00000358160	995
9606.ENSP00000348924	9606.ENSP00000358160	964
9606.ENSP00000348924	9606.ENSP00000358160	964
9606.ENSP00000352252	9606.ENSP00000358160	982
9606.ENSP00000352252	9606.ENSP00000358160	982
9606.ENSP00000352516	9606.ENSP00000358160	408
9606.ENSP00000352516	9606.ENSP00000358160	408
9606.ENSP00000265362	9606.ENSP00000358309	401
9606.ENSP00000265362	9606.ENSP00000358309	401
9606.ENSP00000244537	9606.ENSP00000358854	568
9606.ENSP00000244537	9606.ENSP00000358854	568
9606.ENSP00000301280	9606.ENSP00000358854	410
9606.ENSP00000301280	9606.ENSP00000358854	410
9606.ENSP00000340271	9606.ENSP00000358854	997
9606.ENSP00000340271	9606.ENSP00000358854	997
9606.ENSP00000209875	9606.ENSP00000359393	501
9606.ENSP00000209875	9606.ENSP00000359393	501
9606.ENSP00000216297	9606.ENSP00000359393	897
9606.ENSP00000216297	9606.ENSP00000359393	897
9606.ENSP00000278412	9606.ENSP00000359393	782
9606.ENSP00000278412	9606.ENSP00000359393	782
9606.ENSP00000305480	9606.ENSP00000359393	537
9606.ENSP00000305480	9606.ENSP00000359393	537
9606.ENSP00000346997	9606.ENSP00000359393	474
9606.ENSP00000346997	9606.ENSP00000359393	474
9606.ENSP00000273853	9606.ENSP00000360133	948
9606.ENSP00000273853	9606.ENSP00000360133	948
9606.ENSP00000281453	9606.ENSP00000360133	998
9606.ENSP00000281453	9606.ENSP00000360133	998
9606.ENSP00000289316	9606.ENSP00000360133	600
9606.ENSP00000289316	9606.ENSP00000360133	600
9606.ENSP00000290130	9606.ENSP00000360133	735
9606.ENSP00000290130	9606.ENSP00000360133	735
9606.ENSP00000328236	9606.ENSP00000360133	542
9606.ENSP00000328236	9606.ENSP00000360133	542
9606.ENSP00000348527	9606.ENSP00000360133	957
9606.ENSP00000348527	9606.ENSP00000360133	957
9606.ENSP00000354995	9606.ENSP00000360170	419
9606.ENSP00000354995	9606.ENSP00000360170	419
9606.ENSP00000266735	9606.ENSP00000361433	625
9606.ENSP00000266735	9606.ENSP00000361433	625
9606.ENSP00000300413	9606.ENSP00000361433	463
9606.ENSP00000300413	9606.ENSP00000361433	463
9606.ENSP00000313199	9606.ENSP00000361433	936
9606.ENSP00000313199	9606.ENSP00000361433	936
9606.ENSP00000317039	9606.ENSP00000361433	443
9606.ENSP00000317039	9606.ENSP00000361433	443
9606.ENSP00000325376	9606.ENSP00000361433	544
9606.ENSP00000325376	9606.ENSP00000361433	544
9606.ENSP00000160827	9606.ENSP00000362018	609
9606.ENSP00000160827	9606.ENSP00000362018	609
9606.ENSP00000209728	9606.ENSP00000362018	465
9606.ENSP00000209728	9606.ENSP00000362018	465
9606.ENSP00000216911	9606.ENSP00000362018	629
9606.ENSP00000216911	9606.ENSP00000362018	629
9606.ENSP00000229179	9606.ENSP00000362018	455
9606.ENSP00000229179	9606.ENSP00000362018	455
9606.ENSP00000244537	9606.ENSP00000362018	424
9606.ENSP00000244537	9606.ENSP00000362018	424
9606.ENSP00000249776	9606.ENSP00000362018	634
9606.ENSP00000249776	9606.ENSP00000362018	634
9606.ENSP00000255120	9606.ENSP00000362018	530
9606.ENSP00000255120	9606.ENSP00000362018	530
9606.ENSP00000263181	9606.ENSP00000362018	699
9606.ENSP00000263181	9606.ENSP00000362018	699
9606.ENSP00000273853	9606.ENSP00000362018	969
9606.ENSP00000273853	9606.ENSP00000362018	969
9606.ENSP00000281453	9606.ENSP00000362018	997
9606.ENSP00000281453	9606.ENSP00000362018	997
9606.ENSP00000289316	9606.ENSP00000362018	626
9606.ENSP00000289316	9606.ENSP00000362018	626
9606.ENSP00000290130	9606.ENSP00000362018	896
9606.ENSP00000290130	9606.ENSP00000362018	896
9606.ENSP00000328236	9606.ENSP00000362018	489
9606.ENSP00000328236	9606.ENSP00000362018	489
9606.ENSP00000332915	9606.ENSP00000362018	656
9606.ENSP00000332915	9606.ENSP00000362018	656
9606.ENSP00000347168	9606.ENSP00000362018	424
9606.ENSP00000347168	9606.ENSP00000362018	424
9606.ENSP00000348527	9606.ENSP00000362018	976
9606.ENSP00000348527	9606.ENSP00000362018	976
9606.ENSP00000349961	9606.ENSP00000362018	437
9606.ENSP00000349961	9606.ENSP00000362018	437
9606.ENSP00000360133	9606.ENSP00000362018	982
9606.ENSP00000360133	9606.ENSP00000362018	982
9606.ENSP00000013070	9606.ENSP00000362041	633
9606.ENSP00000013070	9606.ENSP00000362041	633
9606.ENSP00000209728	9606.ENSP00000362041	475
9606.ENSP00000209728	9606.ENSP00000362041	475
9606.ENSP00000216639	9606.ENSP00000362041	439
9606.ENSP00000216639	9606.ENSP00000362041	439
9606.ENSP00000233146	9606.ENSP00000362041	782
9606.ENSP00000233146	9606.ENSP00000362041	782
9606.ENSP00000244537	9606.ENSP00000362041	711
9606.ENSP00000244537	9606.ENSP00000362041	711
9606.ENSP00000255120	9606.ENSP00000362041	932
9606.ENSP00000255120	9606.ENSP00000362041	932
9606.ENSP00000263274	9606.ENSP00000362041	420
9606.ENSP00000263274	9606.ENSP00000362041	420
9606.ENSP00000265056	9606.ENSP00000362041	855
9606.ENSP00000265056	9606.ENSP00000362041	855
9606.ENSP00000265465	9606.ENSP00000362041	783
9606.ENSP00000265465	9606.ENSP00000362041	783
9606.ENSP00000286398	9606.ENSP00000362041	781
9606.ENSP00000286398	9606.ENSP00000362041	781
9606.ENSP00000300738	9606.ENSP00000362041	770
9606.ENSP00000300738	9606.ENSP00000362041	770
9606.ENSP00000301280	9606.ENSP00000362041	568
9606.ENSP00000301280	9606.ENSP00000362041	568
9606.ENSP00000305480	9606.ENSP00000362041	780
9606.ENSP00000305480	9606.ENSP00000362041	780
9606.ENSP00000307288	9606.ENSP00000362041	757
9606.ENSP00000307288	9606.ENSP00000362041	757
9606.ENSP00000315644	9606.ENSP00000362041	415
9606.ENSP00000315644	9606.ENSP00000362041	415
9606.ENSP00000352252	9606.ENSP00000362041	766
9606.ENSP00000352252	9606.ENSP00000362041	766
9606.ENSP00000352516	9606.ENSP00000362041	414
9606.ENSP00000352516	9606.ENSP00000362041	414
9606.ENSP00000160827	9606.ENSP00000362937	540
9606.ENSP00000160827	9606.ENSP00000362937	540
9606.ENSP00000209728	9606.ENSP00000362937	535
9606.ENSP00000209728	9606.ENSP00000362937	535
9606.ENSP00000216297	9606.ENSP00000362937	434
9606.ENSP00000216297	9606.ENSP00000362937	434
9606.ENSP00000216639	9606.ENSP00000362937	416
9606.ENSP00000216639	9606.ENSP00000362937	416
9606.ENSP00000216911	9606.ENSP00000362937	494
9606.ENSP00000216911	9606.ENSP00000362937	494
9606.ENSP00000229179	9606.ENSP00000362937	878
9606.ENSP00000229179	9606.ENSP00000362937	878
9606.ENSP00000231498	9606.ENSP00000362937	517
9606.ENSP00000231498	9606.ENSP00000362937	517
9606.ENSP00000244537	9606.ENSP00000362937	648
9606.ENSP00000244537	9606.ENSP00000362937	648
9606.ENSP00000255120	9606.ENSP00000362937	676
9606.ENSP00000255120	9606.ENSP00000362937	676
9606.ENSP00000265056	9606.ENSP00000362937	498
9606.ENSP00000265056	9606.ENSP00000362937	498
9606.ENSP00000278412	9606.ENSP00000362937	427
