"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006261","DNA-templated DNA replication",160,0.630363806199775,2.68467107194055,1e-10,1.34840909090909e-08,1.15263157894737e-08,4439,"tags=50%, list=19%, signal=41%","1602/79733/4998/675/79075/55388/9156/641/9837/8318/5557/23594/990/10721/81620/26271/79915/4171/8914/90381/51659/5983/10926/672/84515/51053/4176/580/7083/23649/146956/9134/63922/84296/4174/5427/5888/80174/2237/1763/4172/253714/10293/5422/11169/10714/5424/378708/57697/4173/5426/3978/6240/5982/1017/9401/4796/5111/8317/29980/4175/11073/55159/64785/1663/142/56652/91607/348654/5984/5985/54962/64863/5558/11177/4361/92667/54107/79892/64710"
"GO:0044786","cell cycle DNA replication",43,0.782470636338952,2.68130867146181,1e-10,1.34840909090909e-08,1.15263157894737e-08,2505,"tags=60%, list=11%, signal=54%","1602/79733/675/641/9837/8318/81620/26271/79915/4171/10926/51053/7083/5888/80174/2237/1763/4172/5422/4173/3978/5111/8317/29980/4175/64785"
"GO:1905818","regulation of chromosome separation",76,0.698819340117314,2.65135728598319,1e-10,1.34840909090909e-08,1.15263157894737e-08,2482,"tags=50%, list=11%, signal=45%","221150/10403/9212/55143/57082/701/83540/1063/9787/64151/11130/991/5347/11065/10051/26271/147841/7272/9700/220134/332/891/9735/54892/83903/4085/699/57405/23397/3619/56155/9918/9319/10592/23310/5359/29781/55055"
"GO:0033260","nuclear DNA replication",39,0.78210354065242,2.62513658500186,1e-10,1.34840909090909e-08,1.15263157894737e-08,2505,"tags=62%, list=11%, signal=55%","1602/675/641/9837/8318/81620/79915/4171/10926/51053/7083/5888/80174/2237/1763/4172/5422/4173/3978/5111/8317/29980/4175/64785"
"GO:0051304","chromosome separation",83,0.67720657164959,2.61219500826656,1e-10,1.34840909090909e-08,1.15263157894737e-08,2482,"tags=46%, list=11%, signal=41%","221150/10403/9212/55143/57082/701/83540/1063/9787/64151/11130/991/5347/11065/10051/26271/147841/7272/9700/220134/332/891/9735/54892/83903/4085/699/57405/23397/3619/56155/9918/9319/10592/23310/5359/29781/55055"
"GO:0051306","mitotic sister chromatid separation",65,0.680217681518192,2.53447883651214,1e-10,1.34840909090909e-08,1.15263157894737e-08,2482,"tags=46%, list=11%, signal=41%","221150/10403/9212/55143/57082/701/83540/1063/9787/11130/991/5347/11065/26271/147841/7272/9700/220134/332/891/9735/83903/4085/699/57405/3619/56155/9319/29781/55055"
"GO:0065004","protein-DNA complex assembly",212,0.574385299385253,2.53320724483866,1e-10,1.34840909090909e-08,1.15263157894737e-08,2811,"tags=34%, list=12%, signal=31%","126961/8368/8359/8363/8344/11144/8340/8342/3148/8358/8346/8355/3007/3009/132243/3018/3024/55355/64105/1062/8352/1063/2491/8294/8318/9787/653604/8360/55723/8345/8357/81620/3008/8361/8208/4171/8968/8356/8970/8354/8350/8339/51053/8348/1058/23421/4678/8343/23493/9735/10036/29028/5888/3014/64946/387103/3006/11339/10541/8364/8362/54069/8367/23234/55839/401541/6877/3005/6749/3146/121504/79172/333932"
"GO:0010965","regulation of mitotic sister chromatid separation",62,0.683129508394155,2.52903967370721,1e-10,1.34840909090909e-08,1.15263157894737e-08,2051,"tags=45%, list=9%, signal=41%","221150/10403/9212/55143/57082/701/83540/1063/9787/11130/991/5347/11065/26271/147841/7272/9700/220134/332/891/9735/83903/4085/699/57405/3619/56155/9319"
"GO:0051983","regulation of chromosome segregation",130,0.609225916419478,2.52134180795642,1e-10,1.34840909090909e-08,1.15263157894737e-08,2629,"tags=37%, list=11%, signal=33%","221150/11004/10403/1062/4288/9212/157313/55143/57082/116028/983/701/83540/1063/9787/64151/11130/991/990/5347/10460/11065/10051/26271/147841/7272/9700/220134/332/891/9735/54892/83903/4085/699/57405/23397/3619/56155/9918/9319/10592/23310/5359/29781/55055/8193/56852"
"GO:0006260","DNA replication",266,0.55384780416119,2.50908160452364,1e-10,1.34840909090909e-08,1.15263157894737e-08,6850,"tags=59%, list=29%, signal=42%","1602/10535/79733/4998/675/374393/79075/55388/9156/116028/983/890/641/9837/8318/5557/23594/990/157570/9768/10721/81620/26271/80119/79915/8208/4171/8914/993/90381/51659/5983/10926/672/84515/51053/4176/51514/580/4678/7083/10036/23649/146956/9134/63922/84296/4174/5427/5888/80174/2237/1763/4172/253714/10293/5422/11169/10714/5424/378708/80010/57697/4173/5426/3978/6240/5982/1017/9401/4796/5111/8317/29980/4175/11073/55159/64785/6749/1663/142/4774/56652/91607/348654/5984/5985/7465/54962/57695/5753/64863/6119/1854/5558/79596/11177/4361/92667/9126/54107/79892/4781/11198/64710/51377/1111/63901/2735/6418/23338/283899/11124/222229/7270/8607/92797/51750/83444/91603/27000/3980/4999/998/86/3399/1027/5981/201973/6117/5932/5931/4683/25942/80169/1956/5980/5425/353497/144455/4798/80198/10919/1660/201254/79913/10856/254394/8467/5423/54465/6419/94/9093/7013/5001"
"GO:0032392","DNA geometric change",80,0.653382905096161,2.50224082664431,1e-10,1.34840909090909e-08,1.15263157894737e-08,2733,"tags=41%, list=12%, signal=37%","3148/79075/7153/641/9837/8318/10721/80119/4171/51659/5983/84515/4176/55345/83990/63922/84296/4174/5888/25788/1763/4172/57697/4173/5982/3149/9401/4175/64785/1663/3146/164045/56652"
"GO:0000070","mitotic sister chromatid segregation",191,0.572952425922609,2.49336584950552,1e-10,1.34840909090909e-08,1.15263157894737e-08,2580,"tags=34%, list=11%, signal=31%","146909/221150/9055/56992/11004/10403/64105/1062/9212/55143/57082/51203/983/701/4605/3833/4751/3832/83540/1063/81930/2491/9787/64151/11130/991/9928/113130/29128/24137/5347/11065/10051/81620/26271/147841/7272/10615/9493/9700/3835/220134/332/891/9735/54892/83903/22974/29127/4085/699/57405/23397/3619/56155/9918/84722/9319/10592/23310/1104/29781/55055/6795/90417"
"GO:0051310","metaphase chromosome alignment",100,0.615678214107801,2.46361619791511,1e-10,1.34840909090909e-08,1.15263157894737e-08,2744,"tags=38%, list=12%, signal=34%","221150/81610/11004/10403/1062/9212/151648/55143/57082/983/3833/4751/83540/1063/81930/11130/9928/113130/81620/147841/7272/10615/3835/220134/332/891/55166/9735/29127/57405/3619/56155/84722/1894/55055/6795/90417/79980"
"GO:0032508","DNA duplex unwinding",74,0.650335636083501,2.45389167709616,1e-10,1.34840909090909e-08,1.15263157894737e-08,2733,"tags=41%, list=12%, signal=36%","79075/7153/641/9837/8318/10721/80119/4171/51659/5983/84515/4176/55345/83990/63922/84296/4174/5888/25788/1763/4172/57697/4173/5982/9401/4175/64785/1663/164045/56652"
"GO:0071824","protein-DNA complex organization",231,0.55140536837023,2.45042681941029,1e-10,1.34840909090909e-08,1.15263157894737e-08,2684,"tags=31%, list=11%, signal=28%","126961/8368/8359/8363/8344/11144/8340/8342/3148/8358/8346/8355/3007/3009/132243/3018/3024/55355/64105/1062/8352/1063/2491/8294/8318/9787/653604/8360/55723/8345/8357/81620/3008/8361/8208/4171/8968/8356/8970/8354/8350/8339/51053/8348/1058/23421/4678/8343/23493/9735/10036/29028/5888/3014/64946/387103/3006/11339/10541/8364/8362/54069/8367/23234/55839/401541/6877/3005/6749/3146/121504/79172"
"GO:0071103","DNA conformation change",88,0.628259863890969,2.44309450407357,1e-10,1.34840909090909e-08,1.15263157894737e-08,2733,"tags=38%, list=12%, signal=33%","3148/79075/7153/641/9837/8318/10721/80119/4171/51659/5983/84515/4176/55345/83990/63922/84296/4174/5888/25788/1763/4172/57697/4173/5982/3149/9401/4175/64785/1663/3146/164045/56652"
"GO:0000819","sister chromatid segregation",230,0.549896843465884,2.4430309823191,1e-10,1.34840909090909e-08,1.15263157894737e-08,2584,"tags=30%, list=11%, signal=27%","146909/221150/9055/56992/11004/10403/64105/1062/7153/9212/55143/57082/116028/51203/983/701/4605/3833/4751/3832/83540/1063/81930/2491/9787/64151/11130/991/9928/990/113130/29128/24137/5347/10460/11065/10051/81620/26271/147841/7272/10615/9493/9700/3835/220134/332/891/9735/54892/83903/22974/29127/4085/699/57405/23397/3619/56155/9918/84722/9319/10592/23310/1104/29781/55055/6795/90417/8193"
"GO:0006334","nucleosome assembly",104,0.601041869470581,2.41167739678807,1e-10,1.34840909090909e-08,1.15263157894737e-08,2811,"tags=47%, list=12%, signal=42%","126961/8368/8359/8363/8344/8340/8342/3148/8358/8346/8355/3007/3009/132243/3018/3024/8352/8294/653604/8360/55723/8345/8357/3008/8361/8208/4171/8968/8356/8970/8354/8350/8339/8348/4678/8343/10036/29028/3014/3006/10541/8364/8362/8367/23234/3005/6749/121504/333932"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",96,0.612411662944367,2.40762989300825,1e-10,1.34840909090909e-08,1.15263157894737e-08,2584,"tags=34%, list=11%, signal=31%","221150/10403/1062/9212/55143/57082/701/83540/1063/9787/11130/991/990/5347/10460/11065/26271/147841/7272/9700/220134/332/891/9735/83903/4085/699/57405/3619/56155/9319/55055/8193"
"GO:2001251","negative regulation of chromosome organization",100,0.600737716922245,2.40383228802872,1e-10,1.34840909090909e-08,1.15263157894737e-08,6848,"tags=63%, list=29%, signal=45%","79008/221150/10403/7153/9212/55143/57082/701/83540/1063/11130/991/5347/26271/80119/147841/7272/4171/9700/220134/332/891/9735/83903/4085/699/57405/3619/56155/9319/55055/142/348654/118471/54908/167227/5885/9031/7515/65057/7517/55795/55226/7175/55755/3192/8379/84101/3178/51750/9183/25913/4683/80169/5394/9184/3021/64282/548593/8467/8899/6419/7013"
"GO:0033045","regulation of sister chromatid segregation",106,0.593958495873509,2.401769362303,1e-10,1.34840909090909e-08,1.15263157894737e-08,2584,"tags=33%, list=11%, signal=30%","221150/10403/1062/9212/55143/57082/116028/983/701/83540/1063/9787/11130/991/990/5347/10460/11065/26271/147841/7272/9700/220134/332/891/9735/83903/4085/699/57405/3619/56155/9319/55055/8193"
"GO:0030071","regulation of mitotic metaphase/anaphase transition",92,0.611309823948735,2.38919448888439,1e-10,1.34840909090909e-08,1.15263157894737e-08,2584,"tags=35%, list=11%, signal=31%","221150/10403/1062/9212/55143/57082/701/83540/1063/9787/11130/991/990/5347/11065/26271/147841/7272/9700/220134/332/891/9735/83903/4085/699/57405/3619/56155/9319/55055/8193"
"GO:0033044","regulation of chromosome organization",254,0.529714962172555,2.38146145830986,1e-10,1.34840909090909e-08,1.15263157894737e-08,7483,"tags=56%, list=32%, signal=39%","79008/221150/10403/1062/7153/9212/55143/57082/116028/983/701/4751/83540/1063/9787/64151/11130/991/990/5347/10460/11065/10051/26271/80119/147841/7272/4171/9700/220134/332/891/9735/54892/83903/4085/699/2237/57405/23397/3619/56155/9918/84250/9319/10592/1017/23310/29781/55055/1663/8193/142/3184/348654/80063/118471/54908/10664/4361/167227/5588/9314/51377/4216/5885/3181/9031/2643/7515/65057/10155/283899/7517/55795/55226/7175/55755/3192/8607/8379/84101/3178/79677/51750/83444/9183/1736/54780/86/25913/196528/4683/80169/55719/4137/23411/55869/92345/5394/9184/26272/4798/3021/10576/54737/8697/22948/79913/10856/64282/4931/10728/548593/8467/8899/8289/3320/6419/23137/7013/9274/6599/29117/6597/3183/5925/5976/4926/605/64682/9555/55135/5073/9869/6950/84464/57492/55274/56984/26354/6598/6595"
"GO:0007059","chromosome segregation",409,0.507147002232283,2.37989811417674,1e-10,1.34840909090909e-08,1.15263157894737e-08,2744,"tags=29%, list=12%, signal=26%","93426/11144/146909/221150/81610/9055/56992/55355/11004/10403/64105/1062/4288/7153/9212/157313/259266/151648/55143/57082/116028/51203/983/701/4605/3833/4751/3832/83540/1063/81930/2491/9787/64151/11130/991/9928/990/157570/113130/29128/24137/5347/10460/11065/10051/151246/81620/26271/147841/7272/29893/79682/79019/10615/2177/9493/672/9700/3835/220134/93323/332/891/6790/9232/388649/23421/83990/55166/9735/54892/83903/9133/22974/29127/9134/4085/699/55732/6491/57405/64946/387103/23354/23397/3619/56155/378708/11339/9918/84722/9319/256126/163786/1894/10592/29899/54069/54930/23310/55835/5359/55839/401541/1104/29781/91687/55055/6795/90417/8193/79441/56852/81624/79172/55706/29901/79980"
"GO:0044784","metaphase/anaphase transition of cell cycle",98,0.599687707011113,2.37673582115193,1e-10,1.34840909090909e-08,1.15263157894737e-08,2584,"tags=34%, list=11%, signal=30%","221150/10403/1062/9212/55143/57082/701/83540/1063/9787/11130/991/990/5347/10460/11065/26271/147841/7272/9700/220134/332/891/9735/83903/4085/699/57405/3619/56155/9319/55055/8193"
"GO:0051303","establishment of chromosome localization",109,0.582899803142668,2.36094361545621,1e-10,1.34840909090909e-08,1.15263157894737e-08,2744,"tags=35%, list=12%, signal=31%","221150/81610/11004/10403/1062/9212/151648/55143/57082/983/3833/4751/83540/1063/81930/11130/9928/113130/81620/147841/7272/10615/3835/220134/332/891/55166/9735/29127/57405/3619/56155/84722/1894/55055/6795/90417/79980"
"GO:0050000","chromosome localization",117,0.574237025558053,2.34617160601218,1e-10,1.34840909090909e-08,1.15263157894737e-08,2744,"tags=33%, list=12%, signal=30%","221150/81610/11004/10403/1062/9212/151648/55143/57082/983/3833/4751/83540/1063/81930/9787/11130/9928/113130/81620/147841/7272/10615/3835/220134/332/891/55166/9735/29127/57405/3619/56155/84722/1894/55055/6795/90417/79980"
"GO:0000725","recombinational repair",192,0.533930623827905,2.32151941563541,1e-10,1.34840909090909e-08,1.15263157894737e-08,6895,"tags=56%, list=29%, signal=40%","79008/11144/675/10635/116028/641/8318/29128/8438/5347/10721/7516/4171/8914/79000/51659/672/84515/4176/55010/55345/2187/84296/4174/5888/25788/2237/3014/4172/253714/80010/57697/84250/4173/78995/9401/4796/8317/63979/4175/11073/55159/115004/142/348654/6502/55693/83695/6119/4361/23347/55086/55183/112441434/64710/57162/1111/2521/5885/6421/5889/7515/126549/126074/7517/51444/8607/79677/92797/54556/51750/3980/54780/86/10902/5893/9985/6117/196528/5932/54537/64110/4683/7156/8089/55719/5980/708/5890/353497/1108/5892/125150/80198/55658/119392/92070/58493/10856/158880/57634/254394/548593/22909/23137/79728/113510/54799"
"GO:0034728","nucleosome organization",123,0.563935409035533,2.30560490872671,1e-10,1.34840909090909e-08,1.15263157894737e-08,2811,"tags=40%, list=12%, signal=35%","126961/8368/8359/8363/8344/8340/8342/3148/8358/8346/8355/3007/3009/132243/3018/3024/8352/8294/653604/8360/55723/8345/8357/3008/8361/8208/4171/8968/8356/8970/8354/8350/8339/8348/4678/8343/10036/29028/3014/3006/10541/8364/8362/8367/23234/3005/6749/121504/333932"
"GO:0000724","double-strand break repair via homologous recombination",186,0.531325180960255,2.30481233708151,1e-10,1.34840909090909e-08,1.15263157894737e-08,6895,"tags=56%, list=29%, signal=40%","79008/11144/675/10635/116028/641/8318/29128/8438/5347/10721/7516/4171/8914/79000/51659/672/84515/4176/55010/2187/84296/4174/5888/25788/2237/3014/4172/253714/80010/57697/84250/4173/9401/4796/8317/63979/4175/11073/55159/115004/142/348654/6502/55693/6119/4361/23347/55086/55183/112441434/64710/57162/1111/2521/5885/6421/5889/7515/126549/126074/7517/51444/8607/79677/92797/54556/51750/3980/54780/86/10902/5893/9985/6117/196528/5932/54537/64110/4683/7156/8089/55719/5980/708/5890/353497/1108/5892/125150/80198/55658/119392/58493/10856/158880/57634/254394/548593/22909/23137/79728/113510/54799"
"GO:0098813","nuclear chromosome segregation",306,0.499005511427552,2.29746983618051,1e-10,1.34840909090909e-08,1.15263157894737e-08,2744,"tags=29%, list=12%, signal=26%","93426/11144/146909/221150/81610/9055/56992/11004/10403/64105/1062/7153/9212/259266/151648/55143/57082/116028/51203/983/701/4605/3833/4751/3832/83540/1063/81930/2491/9787/64151/11130/991/9928/990/113130/29128/24137/5347/10460/11065/10051/81620/26271/147841/7272/29893/10615/2177/9493/9700/3835/220134/332/891/6790/9232/388649/83990/55166/9735/54892/83903/9133/22974/29127/9134/4085/699/57405/23397/3619/56155/9918/84722/9319/256126/1894/10592/23310/1104/29781/55055/6795/90417/8193/55706/79980"
"GO:0000075","cell cycle checkpoint signaling",201,0.518190247449251,2.25717497755152,1e-10,1.34840909090909e-08,1.15263157894737e-08,6364,"tags=49%, list=27%, signal=36%","9024/221150/4998/26270/675/63967/10403/9212/55143/57082/983/701/83540/1063/641/8318/11130/991/990/5347/81620/51512/147841/7272/79968/8914/2177/90381/672/1869/220134/332/51514/891/580/83990/9735/83903/146956/4085/699/5888/3014/57405/1763/3619/56155/9319/1017/29980/4436/11073/55055/55159/348654/54962/83695/92421/9656/118471/54908/5883/4361/84126/25896/1111/9894/84444/5629/10388/11200/79621/7517/55795/9675/7175/55755/8379/84101/835/57646/9183/91603/51720/1027/5810/5932/4683/27339/7508/5591/57805/80254/988/9184/8883/26272/144455/80198"
"GO:0006302","double-strand break repair",313,0.479942555968409,2.22618216941693,1e-10,1.34840909090909e-08,1.15263157894737e-08,7104,"tags=51%, list=30%, signal=36%","79008/11144/3148/675/10635/116028/641/8318/157570/113130/29128/2305/8438/5347/10721/7516/4171/8914/2177/79000/51659/672/84515/4176/55010/55345/83990/146956/2187/84296/4174/5888/25788/2237/3014/1763/4172/253714/7913/7468/5422/80010/57697/84250/9319/4173/9401/4796/64858/8317/63979/4175/4436/11073/55159/1663/115004/8193/142/3146/79173/348654/6502/55693/83695/6119/7291/4361/2271/23347/84126/55086/55183/112441434/64710/57162/1111/2521/5885/10038/6421/199720/5889/165918/55775/7515/11200/126549/126074/7517/51444/8607/64421/79677/92797/54556/51750/4255/55671/9937/3980/54780/51720/86/10902/25913/84787/5893/9985/6117/196528/5932/54537/64110/4292/4683/7156/8089/55719/23411/27339/54969/5591/5980/708/5890/353497/1108/5892/125150/80198/55658/119392/5536/58493/79913/10856/158880/57634/254394/11044/548593/5423/8289/22909/6419/23137/79728/83666/113510/54799/9274/6599/29117/27336/6597/151636/91419/605/2074"
"GO:0007093","mitotic cell cycle checkpoint signaling",150,0.522655067451769,2.21490743004551,1e-10,1.34840909090909e-08,1.15263157894737e-08,2503,"tags=29%, list=11%, signal=26%","9024/221150/4998/63967/10403/9212/55143/57082/983/701/83540/1063/641/11130/991/990/5347/51512/147841/7272/2177/90381/672/220134/332/51514/891/580/9735/83903/146956/4085/699/57405/3619/56155/9319/1017/29980/4436/11073/55055/55159"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",143,-0.578854852590984,-2.21150574278517,1e-10,1.34840909090909e-08,1.15263157894737e-08,2208,"tags=34%, list=9%, signal=31%","56110/999/92211/1013/26167/57463/8641/56131/56112/56097/1829/56142/56146/1016/56104/5097/9752/9620/54549/56135/56114/64084/57526/56121/1951/23705/1008/56108/56130/56145/56137/56125/56138/56123/56111/56143/57863/56144/1006/55714/56122/3897/56127/56140/56126/56139/253559/54798/56128"
"GO:0140014","mitotic nuclear division",271,0.461703947104362,2.09935861778138,1e-10,1.34840909090909e-08,1.15263157894737e-08,2622,"tags=29%, list=11%, signal=26%","3479/995/146909/221150/9055/56992/11004/10403/64105/1062/4288/9212/157313/55512/55143/57082/51203/983/701/4605/9585/3833/4751/3832/83540/1063/81930/2491/9787/64151/11130/991/286151/9928/113130/29128/24137/5347/54443/11065/10051/81620/26271/147841/7272/10615/9088/9493/9700/3835/220134/332/891/6790/9735/54892/83903/22974/29127/4085/699/57405/79866/23397/3619/56155/9918/84722/9319/10592/23310/27085/1104/29781/55055/6795/90417/27338/4774"
"GO:0006310","DNA recombination",331,0.4429409007699,2.04956421212348,1e-10,1.34840909090909e-08,1.15263157894737e-08,6812,"tags=50%, list=29%, signal=36%","79008/11144/3148/3007/3009/132243/3024/675/79605/51176/10635/7153/9156/116028/641/8318/29128/8438/5347/10721/7516/3008/80119/29893/79915/4171/8914/2177/79000/51659/672/84515/4176/580/55010/388649/55345/83990/146956/2187/84296/4174/50943/5888/25788/2237/3014/4172/3006/253714/7468/378708/80010/57697/84250/9319/4173/78995/3149/9401/4796/8317/63979/4175/4436/11073/3005/55159/115004/142/3146/22976/164045/3838/79173/3565/341567/348654/8971/6502/55693/83695/339834/6119/4439/4361/23347/283677/55086/55183/84057/112441434/64710/57162/51377/1111/2521/5885/6421/5889/165918/7515/126549/126074/283899/7517/2956/84542/51444/8607/64421/79677/92797/54556/51750/57820/83444/3980/54780/86/10902/84787/5893/9985/6117/196528/5932/54537/64110/4292/4683/7156/8089/3329/55719/6929/7374/5591/5980/708/5890/353497/1108/5892/4798/125150/5897/80198/55658/119392/201254/92070/58493/79913/27301/10856/158880/79725/57634/254394/548593/5423/22909/23137/79728/118460"
"GO:0042254","ribosome biogenesis",309,0.435931464411258,2.01250751893846,1e-10,1.34840909090909e-08,1.15263157894737e-08,8776,"tags=62%, list=37%, signal=39%","29960/81691/5393/90459/345630/23404/2091/91893/91695/79922/112479/166378/55299/6839/11340/1662/128061/51154/55646/10171/50628/10969/5822/9816/65095/26574/9221/102724159/10528/55226/6194/27043/11157/55695/4927/317781/120379/2752/7514/84549/8568/85395/51602/51729/10436/51118/83732/55319/51367/51575/84946/1736/6232/3669/25926/25983/57647/5036/27340/10885/23076/54663/55011/6838/55003/55720/6218/4869/9188/5591/9136/84916/708/92345/5394/10813/23246/26155/134430/79039/10600/51491/79863/23481/51096/30836/64282/84154/9790/23212/9092/79707/4931/54433/10248/2483/285855/55178/8241/29997/118460/55661/55035/81887/4839/84881/8886/23378/79066/90121/83939/92342/64794/153443/27349/84135/51001/10360/55006/22984/54555/29102/23517/10412/54059/1964/9669/9775/705/79050/10514/27292/6209/51106/196074/57109/10607/81875/55127/163859/64216/9277/55759/51121/29777/387338/26149/10556/79954/92856/83743/55341/54552/57455/64434/29889/102157402/51093/7520/26164/54606/11103/8602/23160/6125/10199/51116/51077/161424/54955/29063/51010/51388/88745/51406/6154/2971/51018/22907/64745/28987/23016/10200/27079/55027/27341/84273/55272/54512/79979/55651"
"GO:0016072","rRNA metabolic process",264,0.443238504756971,2.00680559565866,1e-10,1.34840909090909e-08,1.15263157894737e-08,8776,"tags=64%, list=37%, signal=41%","29960/146857/10595/81691/5393/6949/1663/90459/345630/23404/2091/91893/91695/79922/112479/55299/6839/11340/115752/1662/51154/55646/10171/50628/10969/5822/65095/9221/4691/102724159/10528/55226/6194/27043/11157/55695/317781/120379/84549/8568/85395/51602/51729/10436/9328/51118/83732/51367/51575/1736/6232/3669/25926/25983/57647/5036/27340/10885/10849/23076/54663/55011/55003/55720/6218/4137/9188/5591/112495/9136/84916/92345/5394/10813/23246/134430/79039/79863/64425/23481/51096/64282/84154/9790/23212/9092/79707/4931/54433/10248/2483/285855/55178/29997/118460/55661/55035/81887/4839/84881/8886/23378/79066/90121/6597/92342/84172/2074/9555/153443/9329/84135/10360/55006/22984/221830/54555/29102/23517/10412/54059/9775/6598/705/79050/27292/6209/51106/196074/57109/10607/55127/163859/64216/9277/55759/29777/387338/10556/79954/92856/57455/2972/102157402/51093/9014/54606/11103/8602/23160/6125/10199/51077/161424/29063/51010/88745/51406/6154/2971/51018/28987/23016/10200/27079/27341/55272/54512/79979/55651"
"GO:0000280","nuclear division",417,0.418230703851952,1.97368213207199,1e-10,1.34840909090909e-08,1.15263157894737e-08,2711,"tags=28%, list=12%, signal=25%","3479/55124/93426/5139/11144/995/146909/221150/9055/56992/11004/675/10403/64105/1062/4288/10635/7153/9212/157313/55512/84215/259266/151648/2175/55143/57082/51203/983/701/4605/9585/3833/4751/3832/83540/1063/81930/2491/9787/64151/11130/991/286151/9928/113130/29128/24137/8438/5347/54443/11065/10051/81620/26271/147841/7272/29893/10615/2177/994/9088/9493/9700/3835/220134/332/891/6790/9232/388649/83990/9735/54892/83903/9133/146956/22974/29127/9134/4085/699/5888/25788/57405/79866/23397/3619/56155/378708/80010/57697/9918/84722/9319/256126/10592/8900/84930/23310/4487/27085/1164/1104/63979/29781/55055/6795/90417/27338/10018/4774/164045/79173/55706"
"GO:0048285","organelle fission",465,0.401307089647269,1.89591595792007,1e-10,1.34840909090909e-08,1.15263157894737e-08,2770,"tags=26%, list=12%, signal=23%","3479/55124/93426/5139/11144/995/146909/221150/9055/56992/11004/675/10403/64105/1062/4288/10635/7153/9212/157313/55512/84215/259266/151648/2175/55143/57082/51203/983/701/4605/9585/3833/4751/3832/83540/1063/81930/2491/9787/64151/11130/991/286151/9928/113130/29128/24137/8438/5347/54443/11065/10051/81620/26271/147841/7272/29893/10615/2177/994/9088/9493/9700/3835/220134/332/891/6790/9232/388649/83990/9735/54892/83903/9133/146956/22974/29127/9134/1634/4085/699/5888/25788/57405/79866/23397/3619/56155/378708/80010/57697/9918/84722/9319/256126/113115/10592/8900/84930/23310/4487/27085/1164/1104/63979/29781/55055/6795/3791/90417/27338/10018/4774/164045/79173/55706/7351"
"GO:0022613","ribonucleoprotein complex biogenesis",466,0.395183576311362,1.86909903562089,1e-10,1.34840909090909e-08,1.15263157894737e-08,8740,"tags=57%, list=37%, signal=37%","101954264/11189/29960/81691/11168/5393/6063/57819/90459/345630/26827/60677/23404/101954267/84811/2091/91893/91695/6632/79922/112479/166378/6636/55299/6839/11340/1662/128061/51154/8233/55646/6060/10171/50628/10969/5822/9816/65095/26574/9221/96764/285962/102724159/10528/10946/9879/55226/9733/6194/27043/6606/11157/55695/8607/4927/317781/120379/2752/8175/79833/7514/84549/8568/85395/51602/51729/58155/8487/10436/51118/83732/55702/55319/51367/51575/84946/1736/6232/3669/6628/25926/25983/57647/5036/6635/27340/10885/27161/6433/6426/23076/54663/25929/55011/6838/55003/84844/55720/6218/26747/6637/4869/9188/27339/10419/5591/9136/84916/708/92345/79760/5394/9416/10813/23246/26155/134430/79039/10600/26864/51491/79863/26828/7536/1660/23481/51096/11338/10856/30836/64282/84154/6895/9790/23212/9092/79707/8669/4931/54433/10728/10248/2483/285855/55178/6627/3326/8899/10772/8241/3320/29997/118460/55661/55035/81887/10291/26121/57461/4839/84881/8886/23378/10658/79066/27336/90121/23450/83939/92342/64794/9129/153443/27349/6732/84135/51001/10360/55006/22984/54555/29102/23517/10412/54059/1964/9669/9775/705/10713/79050/10514/27292/6209/51106/196074/11218/51634/57109/10607/81875/10992/55127/163859/64216/9277/8161/55759/51121/29777/387338/26149/54496/10556/79954/92856/83743/55341/54552/57455/121053/64434/29889/102157402/51093/7520/26164/26830/54606/11103/8602/8559/23160/23405/6125/545/10199/51116/51077/161424/54955/29063/51010/51388/51340/88745/51406/6154/2971/51018/22907/64745/28987/23020/23016/10200/27079/55027/4686/22827/27341/84273/55272/54512/25804/79979"
"GO:0044772","mitotic cell cycle phase transition",429,0.388205455633289,1.83808851362622,1e-10,1.34840909090909e-08,1.15263157894737e-08,2662,"tags=22%, list=11%, signal=20%","219736/1543/9024/995/221150/4998/63967/10403/1062/85417/9212/5777/55143/57082/983/890/701/83540/1063/641/9787/11130/991/9928/990/113130/2305/5347/54443/1031/10460/11065/899/51512/26271/147841/7272/79915/993/994/9088/128239/90381/2146/10926/672/9700/1869/220134/332/51514/5933/891/580/6790/9735/83903/9133/6241/9134/4085/1033/699/11170/6491/80174/57405/9833/3619/56155/9319/163786/5426/6240/8900/3400/84930/1017/55835/1163/7023/27085/1164/8317/1104/29980/11073/55055/55159/8193/27338/4774/596"
