"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0051053","negative regulation of DNA metabolic process",129,0.498662892616972,2.05838190331573,1.09905348011888e-07,7.58219104365733e-06,6.4813215020964e-06,5984,"tags=43%, list=25%, signal=33%","1602/79008/3007/3009/132243/3024/116028/641/990/5347/10721/81620/26271/3008/80119/8914/79000/51053/55010/2187/50943/3006/4436/3005/115004/142/91607/341567/54962/8971/7291/4361/167227/23347/55086/55183/112441434/1111/7515/65057/126549/55226/2956/3192/7270/3178/92797/51750/27000/3980/25913/54537/64110/4292/4683/80169"
"GO:0007346","regulation of mitotic cell cycle",483,0.33916692911167,1.61717065880178,1.25026060098667e-07,8.52620246626888e-06,7.28827050883701e-06,2503,"tags=20%, list=11%, signal=18%","3479/64094/219736/1543/2619/9024/995/221150/4998/675/63967/10403/1062/4288/5774/9212/157313/57795/55512/5777/55143/57082/51203/983/701/9585/4751/83540/1063/641/9787/11130/991/286151/9928/990/113130/5347/54443/1031/11065/51512/26271/147841/7272/79915/2177/993/994/9088/90381/2146/672/9700/1869/220134/51053/332/51514/1028/5933/891/580/6790/9735/83903/6241/146956/9134/4085/699/11170/6491/80174/57405/79866/3619/56155/9319/163786/6240/84930/1017/55835/1163/7023/27085/1164/8317/1104/29980/4436/7161/11073/55055/55159"
"GO:0006275","regulation of DNA replication",119,0.50916379823392,2.08677551861937,1.26918516125981e-07,8.55690404744827e-06,7.31451448199735e-06,6850,"tags=58%, list=29%, signal=41%","1602/79733/79075/983/890/641/990/157570/81620/26271/79915/4171/8914/993/90381/5983/10926/51053/4176/63922/4174/80174/1763/4172/4173/5982/1017/5111/8317/4175/91607/5984/5985/7465/54962/57695/5753/64863/79596/11177/9126/54107/64710/51377/2735/23338/283899/11124/7270/8607/83444/3980/998/86/3399/1027/4683/80169/1956/144455/4798/10919/1660/79913/10856/8467/94/7013/5001"
"GO:0030261","chromosome condensation",43,0.692738760919469,2.37382255697384,1.33333698160242e-07,8.88841383353611e-06,7.59789187150851e-06,2477,"tags=51%, list=11%, signal=46%","3007/3009/132243/3024/7153/51203/983/64151/113130/5347/10051/3008/54892/10595/3006/23397/9918/10592/23310/29781/3005/2852"
"GO:1901988","negative regulation of cell cycle phase transition",267,0.387598573490172,1.75606780010555,1.86194820983176e-07,1.22743763654798e-05,1.04922414911923e-05,5304,"tags=35%, list=23%, signal=27%","9024/221150/4998/26270/675/63967/10403/9212/55143/57082/983/701/83540/1063/641/8318/11130/991/990/5347/81620/51512/26271/147841/7272/79968/8914/2177/9088/90381/2146/672/1869/220134/332/51514/5933/891/580/83990/9735/83903/146956/4085/699/5888/11170/3014/57405/1763/3619/56155/9319/1017/29980/4436/11073/55055/55159/596/91607/406949/5017/406948/348654/7465/54962/83695/92421/9656/118471/54908/5883/4361/84126/25896/9314/1111/5885/9894/84444/5629/10388/11200/79621/7517/55795/9675/7175/55755/8379/84101/835"
"GO:0031570","DNA integrity checkpoint signaling",138,0.475836859725516,1.98361406954186,1.92769168076768e-07,1.2568126090104e-05,1.074334125846e-05,6437,"tags=44%, list=27%, signal=32%","4998/26270/675/63967/983/641/8318/990/5347/81620/51512/79968/8914/2177/90381/672/1869/51514/580/83990/146956/5888/3014/1763/1017/29980/4436/11073/55159/54962/83695/9656/118471/5883/4361/84126/25896/1111/9894/84444/11200/79621/9675/835/57646/91603/51720/1027/5810/4683/27339/7508/5591/57805/80254/988/8883/26272/144455/80198/23476"
"GO:0000086","G2/M transition of mitotic cell cycle",136,0.481628385100347,2.00827162487237,2.08037532511301e-07,1.34161595694516e-05,1.14682475015955e-05,2456,"tags=24%, list=10%, signal=22%","219736/9024/995/4998/63967/9212/983/890/1063/641/9928/990/2305/5347/26271/993/994/9088/90381/672/332/51514/891/580/6790/80174/9833/6240/84930/1017/8317/29980/11073"
"GO:0044839","cell cycle G2/M phase transition",153,0.458025114760428,1.94585361347143,2.2600903033969e-07,1.44184040538213e-05,1.23249746256551e-05,2626,"tags=24%, list=11%, signal=22%","219736/9024/995/4998/63967/10403/9212/983/890/1063/641/9928/990/2305/5347/26271/79915/993/994/9088/90381/672/332/51514/891/580/6790/9133/80174/9833/6240/84930/1017/8317/29980/11073/22976"
"GO:0045005","DNA-templated DNA replication maintenance of fidelity",58,0.605606735840925,2.19975475545389,3.85393405592248e-07,2.43248837806256e-05,2.07931178963433e-05,4634,"tags=50%, list=20%, signal=40%","675/9156/641/10721/8914/672/84515/580/146956/5888/1763/253714/10293/5424/378708/57697/5426/4796/5111/29980/55159/1663/142/91607/348654/54962/4361/64710/63901"
"GO:0051383","kinetochore organization",21,0.804919865366602,2.3479274697159,5.00237178841595e-07,3.12411282322861e-05,2.67051825779369e-05,2130,"tags=57%, list=9%, signal=52%","10403/64105/1062/83540/1063/9787/10051/1058/9735/64946/387103/10592"
"GO:1901976","regulation of cell cycle checkpoint",48,0.64119950697529,2.23133203357069,5.78771575172202e-07,3.5769289119757e-05,3.05758930831104e-05,5299,"tags=60%, list=23%, signal=47%","221150/675/10403/9212/55143/57082/11130/79968/672/220134/332/891/580/4085/5888/3619/55159/348654/118471/9894/5629/79621/7517/55795/9675/7175/55755/8379/84101"
"GO:0000723","telomere maintenance",159,0.437988576457875,1.86201901064656,6.72316186982335e-07,4.1122184921301e-05,3.5151594019326e-05,7999,"tags=56%, list=34%, signal=37%","79008/675/9212/9156/4751/641/80119/9134/5888/2237/1763/84250/1017/9401/5111/64858/142/3184/6119/4361/167227/5588/55183/112441434/9314/51377/4216/3181/5889/2643/7515/65057/283899/7517/55226/3192/8607/64421/3178/79677/51750/83444/1736/54780/86/25913/5981/6117/54537/4683/80169/55719/5591/55869/92345/5394/26272/5892/4798/10576/22948/79913/10856/64282/4931/54433/10728/548593/3326/3320/23137/7013/3183/5976/55135/5073/6950/84464/26354/898/79035/6118/2547/170506/54552/908/7520/29844/5514"
"GO:0007080","mitotic metaphase chromosome alignment",61,0.597595961920223,2.20535045180803,7.2579629643282e-07,4.39403002728155e-05,3.75605430312924e-05,2025,"tags=33%, list=9%, signal=30%","221150/11004/10403/1062/9212/55143/983/3833/83540/81930/9928/113130/81620/7272/3835/220134/332/891/3619/84722"
"GO:1903046","meiotic cell cycle process",197,0.424883872635955,1.841761308797,7.59017157293078e-07,4.54873615577761e-05,3.88829841981717e-05,2711,"tags=31%, list=12%, signal=28%","55124/93426/5139/11144/995/221150/675/10403/10635/7153/84215/259266/151648/2175/57082/83540/81930/11130/991/286151/8438/5347/10051/26271/7272/29893/2177/993/994/9088/9700/220134/6790/9232/388649/83990/9133/146956/9134/5888/25788/23397/3619/56155/378708/80010/57697/9918/9319/256126/10592/8900/84930/23310/4487/1164/63979/29781/10018/164045/79173/55706"
"GO:0071459","protein localization to chromosome, centromeric region",41,0.660506295882227,2.24255560300673,7.85475640804806e-07,4.66022697689492e-05,3.98360172357638e-05,2678,"tags=61%, list=11%, signal=54%","8368/8359/8363/8335/9212/57082/983/701/8294/8360/7272/8361/8970/1058/55166/9735/83903/3012/8364/8362/54069/8367/27085/55055/121504"
"GO:0042391","regulation of membrane potential",390,-0.391943701382718,-1.65559830454599,7.98035554340574e-07,4.68786628109171e-05,4.00722803628232e-05,5039,"tags=34%, list=21%, signal=27%","116443/26251/2729/10962/5999/5025/598/1756/23327/215/1140/259232/400916/1739/10550/2697/1258/2901/388591/9481/4355/3743/1815/18/1525/85358/54795/8506/3776/4985/54112/134/30820/2566/7124/340273/2258/57502/27012/1135/6833/5024/3739/50801/6329/478/200909/131096/2890/6327/29098/57555/4653/1020/3766/9424/664/2745/1291/1144/1832/2629/3728/6326/3750/5590/57053/3752/65018/2898/3988/2743/3790/6323/6508/112755/1829/5318/665/64091/2911/1029/4923/6330/1143/23704/6648/64208/50944/3736/5348/285242/4693/2893/6543/6547/785/9699/9127/3783/3778/3737/9498/3759/2555/2915/1134/1813/3748/3751/401190/2903/140730/2902/55879/4897/2859/6622/22999/287/29119/3756/610/2894/2892/3777/23542/2558/6334/5026/81832/3786"
"GO:0006282","regulation of DNA repair",222,0.398626429946134,1.76659448097981,8.39617639287324e-07,4.88377593518793e-05,4.17469327769487e-05,7753,"tags=46%, list=33%, signal=31%","2139/5582/10635/116028/2305/5347/10721/8914/79000/672/580/55010/2187/5888/3014/7913/7468/7398/84250/5111/63979/6877/1663/115004/8193/142/3146/6502/55693/7291/4361/2271/23347/112869/84126/55086/55183/112441434/57162/51377/1111/2521/165918/7515/10155/283899/10629/8607/92797/54556/51750/4255/55671/83444/150275/51720/86/10902/25913/84787/5893/196528/54537/64110/4683/6878/8089/55719/23411/1956/5591/708/4798/55658/1660/79913/10856/158880/57634/8289/6419/113510/54799/9274/6599/29117/23450/6597/2070/605/2074/55135/57492/55274/6598/23028/6595/6874/6605/80311/29072/8295/6118"
"GO:0007088","regulation of mitotic nuclear division",114,0.490830404258172,1.98641911053614,1.06011747325404e-06,6.0478018595693e-05,5.16971255500544e-05,2482,"tags=38%, list=11%, signal=34%","3479/995/221150/10403/4288/9212/157313/55512/55143/57082/51203/701/9585/4751/83540/1063/9787/11130/991/286151/5347/11065/26271/147841/7272/9088/9700/220134/332/891/6790/9735/83903/4085/699/57405/79866/3619/56155/9319/27085/1104/55055"
"GO:0045787","positive regulation of cell cycle",318,0.358201807293329,1.65983945482798,1.06012370368314e-06,6.0478018595693e-05,5.16971255500544e-05,2666,"tags=25%, list=11%, signal=22%","3479/64094/219736/55124/1543/995/79733/221150/81610/675/10403/51176/10635/9212/55512/55143/57082/51203/983/9585/9787/64151/991/9928/990/113130/11065/10051/26271/102723555/79915/10615/993/994/2146/9493/10926/9700/220134/332/51514/891/6790/11113/54892/6241/29127/9134/4085/102723849/699/6491/80174/2237/23397/3619/10733/9918/84250/84722/163786/1894/6240/10592/29899/23310/55835/4487/5359/27085/8317/29781/1663/6795/6926/10018/56852/51289"
"GO:0051984","positive regulation of chromosome segregation",30,0.725190470075531,2.2657184105473,1.21595919531244e-06,6.87074848170353e-05,5.87317433886249e-05,2629,"tags=60%, list=11%, signal=53%","221150/9212/55143/983/64151/990/10051/220134/332/891/54892/23397/3619/9918/10592/23310/29781/56852"
"GO:0016236","macroautophagy",361,-0.394979095071298,-1.65648010240392,1.3623613219994e-06,7.62536766360606e-05,6.51822924468034e-05,8501,"tags=48%, list=36%, signal=31%","527/7189/9706/3064/23192/137492/836/55763/7319/89849/60412/9776/91782/10558/79065/56270/7957/7879/55048/7249/1513/285636/340061/27244/7251/79594/2597/51368/23232/22863/10273/5868/823/10254/55072/90410/23770/84937/8673/57154/10241/143187/23647/5899/5663/57674/10312/83734/128866/84749/80700/2017/23265/9525/54832/26100/4943/23341/5861/5071/7248/528/10193/58533/51100/54543/81876/26086/143686/5862/27429/8473/9531/401548/55811/533/57724/51606/9517/8897/23092/523/55207/8678/51652/6714/83452/291/51160/826/8851/162427/23241/526/79837/22954/60592/10490/440026/57192/81671/51506/79443/25934/23339/4077/51569/8517/9114/4864/5768/79137/10043/23400/494513/529/53349/5289/706/6721/9550/25978/9554/80279/11345/3920/9907/8408/2548/57103/11152/11337/11040/27072/2081/3091/440738/8992/5595/401409/26471/54463/9842/1020/340371/10133/664/2629/7345/81631/23673/57535/8878/94241/535/55335/65018/26353/64112/58476/26249/2048/64127/84557/10715/155382/23710/55062/1509/665/3162/83933/643246/80183/245972"
"GO:0140013","meiotic nuclear division",176,0.423319688854552,1.82156821016767,1.46415759967847e-06,8.11854863447883e-05,6.93980454033533e-05,2711,"tags=32%, list=12%, signal=29%","55124/93426/5139/11144/221150/675/10403/10635/7153/84215/259266/151648/2175/57082/83540/81930/11130/991/286151/8438/5347/10051/26271/7272/29893/2177/994/9700/220134/6790/9232/388649/83990/9133/146956/9134/5888/25788/23397/3619/56155/378708/80010/57697/9319/256126/10592/8900/84930/4487/1164/63979/29781/10018/164045/79173/55706"
"GO:2000779","regulation of double-strand break repair",141,0.445381784193094,1.86515906600756,1.64019346754206e-06,9.01043318789543e-05,7.70219505518291e-05,8269,"tags=58%, list=35%, signal=38%","10635/116028/2305/5347/10721/8914/79000/55010/2187/5888/7913/7468/84250/63979/1663/115004/8193/142/6502/55693/7291/4361/2271/23347/84126/55086/55183/112441434/57162/1111/2521/8607/92797/54556/51750/4255/55671/86/10902/25913/84787/196528/54537/64110/4683/8089/55719/23411/5591/708/55658/10856/158880/57634/8289/6419/113510/54799/9274/6599/29117/6597/605/2074/55135/57492/55274/6598/23028/6595/6605/80311/29072/8295/6118/7155/1387/55193/545/6601/387893/6944"
"GO:0045931","positive regulation of mitotic cell cycle",119,0.476179220058857,1.95159031796988,2.48830039024273e-06,0.000135441157938625,0.000115776255723703,2378,"tags=25%, list=10%, signal=23%","64094/219736/1543/995/221150/675/983/9787/991/990/113130/11065/26271/993/994/9700/220134/332/51514/891/6790/6241/9134/6491/80174/163786/6240/55835/27085/8317"
"GO:0007612","learning",141,-0.482086609089659,-1.83687169030551,3.11476561952307e-06,0.00016799913109664,0.000143607088563274,5687,"tags=40%, list=24%, signal=30%","22829/84446/5743/7846/351/4885/92521/22941/41/9379/3356/3091/5153/3688/85358/54112/2258/57502/6833/27087/10882/4987/2890/1020/84152/143941/2534/6505/2055/5896/2048/4130/590/4923/50944/7097/3815/6543/6547/25769/64084/2019/6616/22986/2915/1813/6529/2903/26047/2902/9241/64478/23542/2558/577/81832"
"GO:0061982","meiosis I cell cycle process",122,0.462684728098093,1.89185383999778,3.21186240796451e-06,0.000170142675593334,0.000145439408661401,2711,"tags=33%, list=12%, signal=29%","55124/93426/11144/995/675/10403/10635/7153/57082/11130/991/8438/5347/26271/29893/2177/993/994/9088/9700/6790/9232/388649/83990/9133/146956/9134/5888/25788/378708/80010/57697/9319/256126/8900/1164/10018/164045/79173/55706"
"GO:0051783","regulation of nuclear division",138,0.448387475321659,1.86918622732896,3.20797114276409e-06,0.000170142675593334,0.000145439408661401,2482,"tags=34%, list=11%, signal=31%","3479/55124/5139/995/221150/10403/4288/10635/9212/157313/55512/55143/57082/51203/701/9585/4751/83540/1063/9787/11130/991/286151/5347/11065/26271/147841/7272/9088/9700/220134/332/891/6790/9735/83903/4085/699/57405/79866/3619/56155/9319/4487/27085/1104/55055"
"GO:1902969","mitotic DNA replication",17,0.814059039218573,2.2532072575671,3.38984986269918e-06,0.000177982117127383,0.00015214063007438,2505,"tags=71%, list=11%, signal=63%","675/9837/8318/4171/7083/5888/4172/5422/4173/3978/4175/64785"
"GO:0098739","import across plasma membrane",168,-0.463063969469282,-1.81250505829173,3.60571516419679e-06,0.000187655333940172,0.000160409378218838,5122,"tags=39%, list=22%, signal=31%","92745/728215/6536/5999/2180/7057/51393/113235/285335/1739/10550/3688/6518/54795/777/7124/56302/778/5535/6833/4308/478/201266/6559/3766/81031/6567/2534/6505/55244/2055/84679/493/6513/57393/6583/261729/5621/3772/6542/773/124935/8660/6549/2911/4923/6337/6543/6547/3783/25769/3768/6553/3759/6529/284525/169026/27112/610/6557/389015/54716/931/6540/1261/6564"
"GO:0036297","interstrand cross-link repair",42,0.648091408205303,2.21420799531604,3.86873379607858e-06,0.00019959302271421,0.00017061381628839,6784,"tags=71%, list=29%, signal=51%","10635/2175/55247/2178/2177/55215/84515/2187/55732/5888/378708/57697/2189/55120/78995/64858/55159/91442/64710/2176/165918/7517/64789/64421/9937/353497/5892/201254/254394/22909"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle",103,0.488594935385168,1.96542176847786,4.32484945007379e-06,0.000221201136097308,0.000189084615702863,2456,"tags=26%, list=10%, signal=24%","219736/995/4998/63967/9212/983/1063/641/9928/990/5347/26271/993/994/9088/90381/672/51514/891/580/6790/80174/6240/1017/8317/29980/11073"
"GO:0045786","negative regulation of cell cycle",384,0.338846517866285,1.5933621999776,4.37122285697181e-06,0.000221662095815502,0.000189478647997213,4675,"tags=27%, list=20%, signal=22%","3248/2619/9024/79733/221150/4998/26270/675/63967/10403/5774/9212/57795/55143/57082/983/701/4751/83540/1063/641/8318/11130/991/286151/990/5347/899/81620/51512/26271/147841/7272/79968/8914/2177/9088/90381/2146/672/9700/1869/220134/51053/332/51514/1028/5933/891/580/83990/9735/83903/146956/4085/699/5888/11170/3014/57405/1763/3619/56155/9319/1017/7023/27085/29980/4436/864/11073/2852/55055/55159/596/91607/406949/100313843/5017/406948/116/339345/348654/7465/54962/3834/83695/92421/9656/118471/54908/5883/4361/84126/6839/25896/9314/1111/10950/5885/9894/84444/5629/9031/10388"
"GO:0007033","vacuole organization",227,-0.427856367522003,-1.72827114805344,4.63420730910727e-06,0.000233006372584182,0.000199175832428893,9105,"tags=61%, list=39%, signal=38%","65082/5538/157807/25782/51172/8396/29978/8987/55968/51715/4534/440400/55353/22930/96459/55823/51510/55647/527/7189/9706/23192/7030/89849/9776/91782/53/3257/79065/56270/7957/7879/338382/340061/5298/23232/22863/5868/4124/55004/57617/90410/302/57154/23647/5899/5663/10312/83734/128866/9897/147007/9525/26100/23341/5861/3073/51100/55858/81876/64400/9531/401548/533/51606/54664/9896/8897/4882/523/84067/55207/8678/51652/83452/23241/8720/2131/79837/84286/22954/440026/57192/81671/3074/10043/23400/201163/5289/79158/5322/3916/950/25978/4669/9554/11345/411/3920/9907/8408/2548/11152/11337/537/9296/84317/440738/3292/401409/26471/1200/2629/81631/10159/22901/23673/57535/94241/535/65018/64112/2055/58476/23120/3988/7942/2048/84557/8804/19/23710/55062/1509/2896/4693/643246/9066/51361"
"GO:0001501","skeletal system development",467,-0.368659566880448,-1.57584070767956,5.04824090599179e-06,0.000251690868027305,0.000215147498319933,5151,"tags=28%, list=22%, signal=22%","4041/654/23552/2662/10468/79001/2200/5251/4921/4313/5744/1278/8195/4017/7042/3953/389125/3234/656/1739/3091/1490/537/2697/29887/3340/1277/3292/3213/6662/6474/5595/257/60484/3233/6716/3207/3201/1833/3222/1748/3206/4318/415/4653/56034/25976/5788/1291/81031/6913/81792/5364/651/7045/7048/4773/50515/64131/3638/6422/5600/57326/6495/3212/2247/130497/3988/392255/51222/162466/150356/2822/4015/3225/7076/7477/2201/7422/4982/342184/284266/54206/7052/6423/10370/5307/56603/6939/56243/3214/8111/6781/2019/1302/8200/124857/10234/3952/7704/1311/3200/8626/158326/5308/3694/9241/7481/6261/102724560/3714/3199/85477/81029/60676/3217/3224/7474/3223/2134/3216/3198/26585/6469/7483/3218/5026/1310/1116/3215"
"GO:0031055","chromatin remodeling at centromere",10,0.899757167809824,2.1020616703088,5.26972043155098e-06,0.000258390506780099,0.000220874406604721,2363,"tags=100%, list=10%, signal=90%","55355/2491/1058/23421/4678/387103/11339/54069/55839/401541"
"GO:0034080","CENP-A containing chromatin assembly",10,0.899757167809824,2.1020616703088,5.26972043155098e-06,0.000258390506780099,0.000220874406604721,2363,"tags=100%, list=10%, signal=90%","55355/2491/1058/23421/4678/387103/11339/54069/55839/401541"
"GO:0022616","DNA strand elongation",36,0.670100870499864,2.18127567658897,5.93444818035448e-06,0.000288599025033141,0.000246696905374874,6577,"tags=78%, list=28%, signal=56%","9837/5983/4176/1763/4172/5422/10714/4173/5426/3978/5111/64858/5984/4361/54107/64710/51377/283899/8607/83444/3980/86/25913/4683/5425/4798/79913/10856"
"GO:0071168","protein localization to chromatin",61,0.567608072374954,2.0946840317323,6.72799965328134e-06,0.000324530259698522,0.000277411230890111,2678,"tags=41%, list=11%, signal=36%","8368/8359/8363/3009/8335/51176/8294/8360/157570/5347/8361/2146/8970/84515/1058/7443/3012/253714/8364/8362/8367/4796/4436/142/121504"
"GO:0051054","positive regulation of DNA metabolic process",286,0.353741268045178,1.61388958836191,6.79690387109218e-06,0.000325209924735402,0.000277992214354178,7327,"tags=47%, list=31%, signal=33%","79008/3082/64094/2139/79733/5582/10635/79075/9212/983/890/4751/2305/81620/79915/8914/993/5983/10926/672/306/63922/2187/5888/80174/3014/1763/7468/7398/84250/2264/5982/1017/5111/8317/4436/1663/8193/142/3146/22976/3184/3565/5984/5985/7465/5753/6502/55693/5558/11177/4361/2271/23347/5588/55183/112441434/57162/9314/51377/4216/2521/3181/2735/2643/165918/7515/65057/10155/283899/11124/2185/8607/3178/54556/51750/4255/83444/2671/150275/1736/998/51720/86/10902/25913/1027/84787/196528/54537/4292/4683/8089/80169/55719/23411/1956/5591/50507/4772/92345/26272/144455/4798/55658/10576/1660/22948/79913/10856/57634/4931/10728/548593/8467/8289/3320/6419/118460/7013/113510/54799/9274/6599/29117/6597/2070/605/2074/55135/5073/6950/84464/57492/7040"
"GO:0006814","sodium ion transport",199,-0.437204076394199,-1.73677190134555,7.43711678629598e-06,0.000352995311144752,0.000301743399379992,5198,"tags=36%, list=22%, signal=28%","41/92745/1910/6536/5025/1756/23327/6575/55238/285335/259232/1739/1258/5270/6584/54795/150159/51802/2258/6329/284111/478/6327/5349/29098/6559/5446/53373/6535/6326/55283/26249/130497/84679/493/6323/201780/6583/54800/255738/5318/57731/6549/6330/6337/5348/28968/6543/6547/159963/388662/25769/9498/6553/1813/6529/284525/357/5652/2903/2902/610/6557/389015/150094/54716/55117/6539/6334/64078/6540/1261"
"GO:0007611","learning or memory",250,-0.416215896457753,-1.68974651991922,7.82270948740987e-06,0.000368350280863514,0.000314868958315294,5491,"tags=36%, list=23%, signal=28%","4311/5743/7846/3710/79641/351/4885/114781/4125/92521/22941/4891/41/9379/3678/23385/3949/3356/3091/10550/139411/6517/5153/3688/85358/793/2760/5021/3776/54112/431707/84630/2258/57502/114/6833/27087/50801/10882/4987/2890/8484/80863/1020/4914/84152/143941/3675/6326/4739/5590/2534/6505/29767/2055/1827/1393/5896/2048/4130/5621/590/4923/50944/7097/2740/3815/6543/6547/25769/64084/2019/6616/8811/22986/2915/1813/6529/6356/2903/26047/2902/9241/1620/894/64478/266977/23542/2558/577/81832"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore",26,0.711905384720488,2.16633037827551,7.95511551514292e-06,0.000371635435837346,0.000317677136775454,1952,"tags=46%, list=8%, signal=42%","221150/11004/10403/1062/9212/55143/983/83540/81620/220134/332/3619"
"GO:0008380","RNA splicing",444,0.321411137230039,1.51884997541368,9.89390419078251e-06,0.000458597918468067,0.000392013407822287,7993,"tags=50%, list=34%, signal=34%","348093/27288/101954264/54033/282996/11189/11168/84321/6063/642659/57819/6100/139804/26827/60677/10212/101954267/84811/64863/6632/112869/3189/6636/4670/283375/27316/10283/140432/2521/146713/10236/6421/84081/8233/3181/3187/6060/84991/50628/9984/10189/65109/80004/8458/9128/84950/4691/984/3185/96764/285962/10946/3609/54502/9879/64783/4116/9410/9360/9733/494115/23658/10629/3192/6434/6606/55796/10915/11157/5411/389677/3178/55119/55192/8175/220988/79833/143884/51729/55596/58155/8487/1665/55702/91603/80746/10250/10465/80324/6626/11100/6628/6635/283989/6433/6426/23076/11066/6428/25929/6429/84844/2332/51329/6637/26528/94104/27339/116461/10432/3191/51319/10419/51163/57805/708/8570/79760/5394/988/9416/284695/10180/10137/26864/140890/55051/1859/54517/22794/26828/6432/7536/1660/55131/4928/11338/3303/23435/4236/9092/55094/56339/10286/2483/10656/58509/6627/8899/10772/5725/6427/8241/27258/22938/9967/11129/25766/10291/26121/57461/84881/5936/57187/55280/9716/5511/10658/79066/27336/23450/8148/55110/3183/55660/51691/9991/5976/9129/9785/6732/10625/7490/55147/55677/8220/8449/23517/4841/9775/10713/3312/10285/58517/11017/11218/51634/51574/51503/7737/54407/80145/10992/79171/163859/22985/10657/8161/23091/285672/338657/8295/154007/3550/10921/84292/54496/55544/9295/10922/10150/10084/26830/8559"
"GO:0031297","replication fork processing",50,0.585643473501643,2.04854418040588,1.34392142918407e-05,0.00061809967746892,0.000528356870323038,4634,"tags=48%, list=20%, signal=39%","675/9156/641/10721/672/580/146956/5888/1763/253714/10293/378708/57697/4796/5111/29980/55159/1663/142/348654/54962/4361/64710/63901"
"GO:0000077","DNA damage checkpoint signaling",129,0.445810006973337,1.84021563316088,1.43125253190015e-05,0.000653201636289507,0.000558362323780966,6437,"tags=42%, list=27%, signal=31%","26270/675/63967/983/641/5347/51512/79968/2177/90381/672/1869/51514/580/83990/146956/5888/3014/1017/29980/4436/11073/55159/54962/83695/9656/118471/5883/4361/84126/25896/1111/9894/84444/11200/79621/9675/835/57646/91603/51720/1027/5810/4683/27339/7508/5591/57805/80254/988/26272/144455/80198/23476"
"GO:1901989","positive regulation of cell cycle phase transition",108,0.466719544700838,1.88643125977335,1.57267521074646e-05,0.000712265803462498,0.000608850877089307,2378,"tags=28%, list=10%, signal=25%","219736/1543/995/221150/81610/983/9787/991/990/113130/11065/26271/79915/993/994/2146/9700/220134/332/51514/891/6241/9134/6491/80174/163786/6240/55835/27085/8317"
"GO:0051231","spindle elongation",14,0.818118644603843,2.13242752443276,1.6541817562399e-05,0.000736620074479934,0.000629669115446046,2540,"tags=71%, list=11%, signal=64%","9055/9212/55143/3832/24137/9493/332/29127/3619/6795"
"GO:0035725","sodium ion transmembrane transport",150,-0.466565092570844,-1.79047641939397,1.65057902265138e-05,0.000736620074479934,0.000629669115446046,5198,"tags=38%, list=22%, signal=30%","41/92745/6536/1756/23327/6575/285335/259232/1739/1258/54795/150159/51802/2258/6329/284111/478/6327/5349/29098/6559/53373/6535/6326/55283/130497/84679/493/6323/54800/255738/6549/6330/6337/5348/28968/6543/6547/388662/25769/9498/6553/6529/284525/357/2903/2902/610/6557/389015/54716/55117/6539/6334/64078/6540/1261"
"GO:0045930","negative regulation of mitotic cell cycle",237,0.375984624110649,1.67229979927617,1.66369610619098e-05,0.000736620074479934,0.000629669115446046,4514,"tags=30%, list=19%, signal=24%","2619/9024/221150/4998/63967/10403/5774/9212/57795/55143/57082/983/701/83540/1063/641/11130/991/990/5347/51512/26271/147841/7272/2177/9088/90381/2146/672/220134/332/51514/1028/5933/891/580/9735/83903/146956/4085/699/11170/57405/3619/56155/9319/1017/27085/29980/4436/11073/55055/55159/596/91607/406949/5017/406948/348654/7465/54962/92421/9656/118471/54908/5883/4361/9314/1111/10950/5885"
"GO:0042445","hormone metabolic process",194,-0.435480293246669,-1.72506186835136,1.78042465608462e-05,0.000782463665522228,0.000668856607642551,5912,"tags=43%, list=25%, signal=32%","83875/56605/1522/2690/81555/5125/231/1958/1428/27122/4311/15/8228/51301/1594/84976/5959/654/1910/706/1109/4669/57104/216/10901/8630/84649/3091/3292/6716/131/158835/340665/1562/405753/53905/54884/1363/25976/10159/9563/59342/10404/259307/25825/6567/140606/174/1803/5122/10699/619373/1646/3624/8608/2304/1734/57016/1508/10858/590/441282/1558/50506/1601/1382/126/145226/56603/51200/7038/133/3952/1215/54760/169026/7173/6447/1588/6469/10170/64577/6696"
"GO:0000281","mitotic cytokinesis",93,0.478645206128522,1.88090330889345,1.80756317627999e-05,0.000788549435652148,0.00067405877579853,2076,"tags=22%, list=9%, signal=20%","9212/55143/10112/51203/9585/24137/5347/54443/55165/128239/9493/9700/332/11113/1058/29127/3925/3619/26586/1894"
"GO:1901992","positive regulation of mitotic cell cycle phase transition",89,0.497513296657174,1.93562953801727,1.93443359209432e-05,0.000837736824955885,0.000716104575237069,2378,"tags=30%, list=10%, signal=27%","219736/1543/995/221150/983/9787/991/990/113130/11065/26271/993/994/9700/220134/332/51514/891/6241/9134/6491/80174/163786/6240/55835/27085/8317"
"GO:0000727","double-strand break repair via break-induced replication",12,0.842653214230572,2.09846976515189,1.97573076021804e-05,0.000846079970135285,0.000723236366817498,2416,"tags=83%, list=10%, signal=75%","8318/4171/51659/4176/84296/4174/4172/4173/8317/4175"
