"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000116005",1668.93837282534,-1.21413558406184,0.324646512911303,-3.73986947579984,0.000184115835241825,0.0103204930689358
"ENSG00000119801",620.659861290844,-1.64997876483832,0.324214068623283,-5.08916461227195,3.59644323255846e-07,0.0001426681365408
"ENSG00000163171",2049.30958821362,-1.40807242662356,0.299170209540868,-4.70659304208297,2.51891047190203e-06,0.000573089175158769
"ENSG00000152256",229.279582288283,-1.12802045346392,0.215567515288954,-5.23279424523624,1.66966563113217e-07,8.33270870298251e-05
"ENSG00000135931",479.209330368983,-1.28111867271455,0.267892671767599,-4.78220872658263,1.7337950964192e-06,0.0004257705386778
"ENSG00000082126",65.4197989498727,-1.57165077724365,0.432584551139549,-3.63316436775997,0.000279966547094123,0.0134569493191029
"ENSG00000078098",1389.20487739461,-1.47625270177577,0.256165357268101,-5.76288971123729,8.26858306959643e-09,1.06602707224772e-05
"ENSG00000153246",862.547415698735,-2.52931607976892,0.591943780433654,-4.27289915592315,1.92947732922377e-05,0.00240904166514394
"ENSG00000115414",176065.336348638,-1.76086803338231,0.43384576746567,-4.05874198950587,4.93377889407398e-05,0.00452200513038288
"ENSG00000084764",240.009153481362,-1.45342517656294,0.382361999706642,-3.80117579068539,0.000144011082499402,0.00866924302470136
"ENSG00000177694",142.851211861857,-1.29905799872709,0.414147848991839,-3.13670106434065,0.0017086023795412,0.0358358106692773
"ENSG00000114251",864.509743682797,-3.49372795199566,0.98575855606784,-3.5442025133741,0.000393802636017458,0.0161045829905913
"ENSG00000170044",21.4957316027336,-3.65424001077652,1.19124726425221,-3.06757473484769,0.00215803490444301,0.0408069871075904
"ENSG00000287348",41.1867884942886,-1.363951164473,0.450934067940767,-3.024724148037,0.00248859990696307,0.0440012904692865
"ENSG00000308136",52.2139946669164,-2.38238835384154,0.703946927662143,-3.38432950017073,0.000713523188133341,0.0225155190497184
"ENSG00000261786",56.5026685775508,-2.42495640678157,0.80913054560344,-2.99699031257443,0.00272659377682784,0.0465591151866252
"ENSG00000206538",899.616778188813,-1.96741080127058,0.433313079150403,-4.54039099195457,5.61500035958457e-06,0.00104662253690522
"ENSG00000172667",2234.10822621739,-1.10482023655298,0.349217009575005,-3.16370682486954,0.00155773625868381,0.0338479461490129
"ENSG00000163814",1123.86490454761,-1.7345954088319,0.539222589112519,-3.2168448500772,0.00129608667418123,0.0309918963466117
"ENSG00000090530",69.4224032099971,-1.15964313647132,0.368560919247279,-3.14640830297387,0.00165289081806494,0.0351262003383004
"ENSG00000114796",183.608997771488,-1.53468984237318,0.379020524037178,-4.0490942971274,5.14162263832488e-05,0.00465181542909498
"ENSG00000163491",648.482344261742,-2.32274200596445,0.551764141220014,-4.20966466002774,2.55749996765562e-05,0.00295276731340299
"ENSG00000164050",109.49379437196,-1.11810040287608,0.349060713014263,-3.20316885054431,0.00135924261254604,0.0316699434618972
"ENSG00000181458",90.2286810959025,-1.57717654644952,0.490278161297495,-3.21690148766898,0.00129583084745472,0.0309918963466117
"ENSG00000178038",62.1483724764808,-1.69281243847201,0.432292385476858,-3.91589696081435,9.00687124860527e-05,0.00641848411716715
"ENSG00000154175",499.870269867846,-1.82155092935473,0.451882206512999,-4.03103043912912,5.55328503832233e-05,0.00493763636941867
"ENSG00000163898",48.220497150562,-2.45415228503267,0.698909836815832,-3.51140040640087,0.000445752450647539,0.0170611582502603
"ENSG00000114268",22.3083541759128,-1.73770316386943,0.558411304974288,-3.11186959932597,0.00185906597743489,0.0370442488621604
