"MCODE::Clusters (1)","MCODE::Clusters (2)","MCODE::Node Status (1)","MCODE::Node Status (2)","MCODE::Score (1)","MCODE::Score (2)","name","selected","shared name"
"","","Unclustered","Unclustered","2.7","2.7","""9606.ENSP00000286031""","false","""9606.ENSP00000286031"""
"Cluster 3","","Clustered","Unclustered","15.625730994152047","15.625730994152047","""9606.ENSP00000281453""","false","""9606.ENSP00000281453"""
"","","Unclustered","Unclustered","5.0","5.0","""9606.ENSP00000279392""","false","""9606.ENSP00000279392"""
"","","Unclustered","Unclustered","14.0","14.0","""9606.ENSP00000278612""","false","""9606.ENSP00000278612"""
"Cluster 1","Cluster 1","Clustered","Clustered","30.941287878787875","30.941287878787875","""9606.ENSP00000278412""","true","""9606.ENSP00000278412"""
"","","Unclustered","Unclustered","6.611111111111111","6.611111111111111","""9606.ENSP00000276893""","false","""9606.ENSP00000276893"""
"","","Unclustered","Unclustered","10.85897435897436","10.85897435897436","""9606.ENSP00000275053""","false","""9606.ENSP00000275053"""
"","","Unclustered","Unclustered","0.4","0.4","""9606.ENSP00000275034""","false","""9606.ENSP00000275034"""
"Cluster 1","Cluster 1","Clustered","Clustered","26.0","26.0","""9606.ENSP00000273853""","true","""9606.ENSP00000273853"""
"","","Unclustered","Unclustered","8.0","8.0","""9606.ENSP00000216024""","false","""9606.ENSP00000216024"""
"Cluster 3","","Clustered","Unclustered","15.583333333333332","15.583333333333332","""9606.ENSP00000267430""","false","""9606.ENSP00000267430"""
"Cluster 5","","Seed","Unclustered","5.0","5.0","""9606.ENSP00000265866""","false","""9606.ENSP00000265866"""
"Cluster 5","","Clustered","Unclustered","4.761904761904762","4.761904761904762","""9606.ENSP00000266735""","false","""9606.ENSP00000266735"""
"Cluster 2","","Clustered","Unclustered","18.056818181818183","18.056818181818183","""9606.ENSP00000265465""","false","""9606.ENSP00000265465"""
"Cluster 11|Cluster 13","","Seed","Unclustered","2.0","2.0","""9606.ENSP00000265362""","false","""9606.ENSP00000265362"""
"Cluster 3","","Clustered","Unclustered","14.705882352941176","14.705882352941176","""9606.ENSP00000265140""","false","""9606.ENSP00000265140"""
"Cluster 14|Cluster 12","","Clustered","Unclustered","2.0","2.0","""9606.ENSP00000265097""","false","""9606.ENSP00000265097"""
"Cluster 1","Cluster 1","Clustered","Clustered","26.96470588235294","26.96470588235294","""9606.ENSP00000265056""","true","""9606.ENSP00000265056"""
"Cluster 3","","Clustered","Unclustered","16.38","16.38","""9606.ENSP00000264926""","false","""9606.ENSP00000264926"""
"","","Unclustered","Unclustered","0.6666666666666666","0.6666666666666666","""9606.ENSP00000264144""","false","""9606.ENSP00000264144"""
"","","Unclustered","Unclustered","22.0","22.0","""9606.ENSP00000264010""","false","""9606.ENSP00000264010"""
"Cluster 3","","Clustered","Unclustered","15.295566502463055","15.295566502463055","""9606.ENSP00000263681""","false","""9606.ENSP00000263681"""
"Cluster 3","","Clustered","Unclustered","16.78745644599303","16.78745644599303","""9606.ENSP00000263274""","false","""9606.ENSP00000263274"""
"","","Unclustered","Unclustered","9.130718954248367","9.130718954248367","""9606.ENSP00000263181""","false","""9606.ENSP00000263181"""
"Cluster 13|Cluster 11","","Clustered","Unclustered","2.0","2.0","""9606.ENSP00000262915""","false","""9606.ENSP00000262915"""
"Cluster 13|Cluster 11","","Clustered","Unclustered","1.6666666666666667","1.6666666666666667","""9606.ENSP00000262551""","false","""9606.ENSP00000262551"""
"Cluster 14|Cluster 12","","Seed","Unclustered","2.0","2.0","""9606.ENSP00000261600""","false","""9606.ENSP00000261600"""
"Cluster 2","","Clustered","Unclustered","19.68379446640316","19.68379446640316","""9606.ENSP00000260810""","false","""9606.ENSP00000260810"""
"","","Unclustered","Unclustered","3.0","3.0","""9606.ENSP00000257181""","false","""9606.ENSP00000257181"""
"Cluster 1","Cluster 1","Clustered","Clustered","27.604838709677416","27.604838709677416","""9606.ENSP00000255120""","true","""9606.ENSP00000255120"""
"","","Unclustered","Unclustered","4.0","4.0","""9606.ENSP00000013070""","false","""9606.ENSP00000013070"""
"","","Unclustered","Unclustered","6.533333333333333","6.533333333333333","""9606.ENSP00000249776""","false","""9606.ENSP00000249776"""
"","","Unclustered","Unclustered","5.785714285714286","5.785714285714286","""9606.ENSP00000245960""","false","""9606.ENSP00000245960"""
"","","Unclustered","Unclustered","0.6666666666666666","0.6666666666666666","""9606.ENSP00000223642""","false","""9606.ENSP00000223642"""
"Cluster 1","Cluster 1","Clustered","Clustered","28.8752688172043","28.8752688172043","""9606.ENSP00000244573""","true","""9606.ENSP00000244573"""
"","","Unclustered","Unclustered","6.419117647058823","6.419117647058823","""9606.ENSP00000243326""","false","""9606.ENSP00000243326"""
"Cluster 1","Cluster 1","Seed","Clustered","32.29587482219061","32.29587482219061","""9606.ENSP00000244537""","true","""9606.ENSP00000244537"""
"","","Unclustered","Unclustered","1.0","1.0","""9606.ENSP00000243347""","false","""9606.ENSP00000243347"""
"","","Unclustered","Unclustered","1.0","1.0","""9606.ENSP00000240662""","false","""9606.ENSP00000240662"""
"Cluster 6","","Clustered","Unclustered","21.486666666666668","21.486666666666668","""9606.ENSP00000233146""","false","""9606.ENSP00000233146"""
"","","Unclustered","Unclustered","7.644444444444445","7.644444444444445","""9606.ENSP00000231498""","false","""9606.ENSP00000231498"""
"Cluster 4","","Clustered","Unclustered","11.314285714285713","11.314285714285713","""9606.ENSP00000229769""","false","""9606.ENSP00000229769"""
"","","Unclustered","Unclustered","2.4","2.4","""9606.ENSP00000229179""","false","""9606.ENSP00000229179"""
"","","Unclustered","Unclustered","0.3333333333333333","0.3333333333333333","""9606.ENSP00000222390""","false","""9606.ENSP00000222390"""
"Cluster 13|Cluster 11","","Seed","Unclustered","2.0","2.0","""9606.ENSP00000052754""","false","""9606.ENSP00000052754"""
"Cluster 3","","Clustered","Unclustered","14.822510822510823","14.822510822510823","""9606.ENSP00000219097""","false","""9606.ENSP00000219097"""
"","","Unclustered","Unclustered","5.785714285714286","5.785714285714286","""9606.ENSP00000216639""","false","""9606.ENSP00000216639"""
"Cluster 3","","Clustered","Unclustered","16.62878787878788","16.62878787878788","""9606.ENSP00000216911""","false","""9606.ENSP00000216911"""
"Cluster 1","Cluster 1","Clustered","Clustered","31.885918003565063","31.885918003565063","""9606.ENSP00000216297""","true","""9606.ENSP00000216297"""
"Cluster 1","Cluster 1","Clustered","Clustered","27.935632183908044","27.935632183908044","""9606.ENSP00000209875""","true","""9606.ENSP00000209875"""
"Cluster 4","","Clustered","Unclustered","11.494736842105263","11.494736842105263","""9606.ENSP00000160827""","false","""9606.ENSP00000160827"""
"Cluster 1","Cluster 1","Clustered","Clustered","26.93349753694581","26.93349753694581","""9606.ENSP00000209728""","true","""9606.ENSP00000209728"""
"Cluster 6","","Clustered","Unclustered","21.486666666666668","21.486666666666668","""9606.ENSP00000055077""","false","""9606.ENSP00000055077"""
